"Facility ID","Facility Name","Address","City/Town","State","ZIP Code","County/Parish","Telephone Number","Condition","Measure ID","Measure Name","Score","Sample","Footnote","Start Date","End Date"
24003F,MINNEAPOLIS VA MEDICAL CENTER,ONE VETERANS DRIVE,MINNEAPOLIS,MN,55417,HENNEPIN,(612) 725-2000,Inpatient Psychiatric Facility Measures,HBIPS-2,Hours of physical-restraint use,0.78,3642,20,01/01/2023,12/31/2023
24003F,MINNEAPOLIS VA MEDICAL CENTER,ONE VETERANS DRIVE,MINNEAPOLIS,MN,55417,HENNEPIN,(612) 725-2000,Inpatient Psychiatric Facility Measures,HBIPS-3,Hours of seclusion,1.2,3642,20,01/01/2023,12/31/2023
24003F,MINNEAPOLIS VA MEDICAL CENTER,ONE VETERANS DRIVE,MINNEAPOLIS,MN,55417,HENNEPIN,(612) 725-2000,Inpatient Psychiatric Facility Measures,SUB_2,Alcohol use brief intervention provided or offered,46,125,"2, 20",01/01/2023,12/31/2023
24003F,MINNEAPOLIS VA MEDICAL CENTER,ONE VETERANS DRIVE,MINNEAPOLIS,MN,55417,HENNEPIN,(612) 725-2000,Inpatient Psychiatric Facility Measures,SUB_3,Alcohol and other drug use disorder treatment provided or offered at discharge,59,110,"2, 20",01/01/2023,12/31/2023
24003F,MINNEAPOLIS VA MEDICAL CENTER,ONE VETERANS DRIVE,MINNEAPOLIS,MN,55417,HENNEPIN,(612) 725-2000,Inpatient Psychiatric Facility Measures,TOB_3,Tobacco Use Treatment Provided or Offered at Discharge,91,117,"2, 20",01/01/2023,12/31/2023
25042F,VA GULF COAST HEALTHCARE SYSTEM,400 VETERANS AVENUE,BILOXI,MS,39531,HARRISON,(228) 523-5000,Inpatient Psychiatric Facility Measures,HBIPS-2,Hours of physical-restraint use,0.07,5823,20,01/01/2023,12/31/2023
25042F,VA GULF COAST HEALTHCARE SYSTEM,400 VETERANS AVENUE,BILOXI,MS,39531,HARRISON,(228) 523-5000,Inpatient Psychiatric Facility Measures,HBIPS-3,Hours of seclusion,0.44,5823,20,01/01/2023,12/31/2023
25042F,VA GULF COAST HEALTHCARE SYSTEM,400 VETERANS AVENUE,BILOXI,MS,39531,HARRISON,(228) 523-5000,Inpatient Psychiatric Facility Measures,SUB_2,Alcohol use brief intervention provided or offered,72,174,"2, 20",01/01/2023,12/31/2023
25042F,VA GULF COAST HEALTHCARE SYSTEM,400 VETERANS AVENUE,BILOXI,MS,39531,HARRISON,(228) 523-5000,Inpatient Psychiatric Facility Measures,SUB_3,Alcohol and other drug use disorder treatment provided or offered at discharge,94,225,"2, 20",01/01/2023,12/31/2023
25042F,VA GULF COAST HEALTHCARE SYSTEM,400 VETERANS AVENUE,BILOXI,MS,39531,HARRISON,(228) 523-5000,Inpatient Psychiatric Facility Measures,TOB_3,Tobacco Use Treatment Provided or Offered at Discharge,78,214,"2, 20",01/01/2023,12/31/2023
25043F,G. V. (SONNY) MONTGOMERY VA MEDICAL CENTER (JACKSON),1500 E. WOODROW WILSON DRIVE,JACKSON,MS,39216,HINDS,(601) 362-4471,Inpatient Psychiatric Facility Measures,HBIPS-2,Hours of physical-restraint use,0,4065,20,01/01/2023,12/31/2023
25043F,G. V. (SONNY) MONTGOMERY VA MEDICAL CENTER (JACKSON),1500 E. WOODROW WILSON DRIVE,JACKSON,MS,39216,HINDS,(601) 362-4471,Inpatient Psychiatric Facility Measures,HBIPS-3,Hours of seclusion,0.26,4065,20,01/01/2023,12/31/2023
25043F,G. V. (SONNY) MONTGOMERY VA MEDICAL CENTER (JACKSON),1500 E. WOODROW WILSON DRIVE,JACKSON,MS,39216,HINDS,(601) 362-4471,Inpatient Psychiatric Facility Measures,SUB_2,Alcohol use brief intervention provided or offered,75,123,"2, 20",01/01/2023,12/31/2023
25043F,G. V. (SONNY) MONTGOMERY VA MEDICAL CENTER (JACKSON),1500 E. WOODROW WILSON DRIVE,JACKSON,MS,39216,HINDS,(601) 362-4471,Inpatient Psychiatric Facility Measures,SUB_3,Alcohol and other drug use disorder treatment provided or offered at discharge,83,131,"2, 20",01/01/2023,12/31/2023
25043F,G. V. (SONNY) MONTGOMERY VA MEDICAL CENTER (JACKSON),1500 E. WOODROW WILSON DRIVE,JACKSON,MS,39216,HINDS,(601) 362-4471,Inpatient Psychiatric Facility Measures,TOB_3,Tobacco Use Treatment Provided or Offered at Discharge,56,135,"2, 20",01/01/2023,12/31/2023
26004F,KANSAS CITY VA MEDICAL CENTER,4801 LINWOOD BLVD.,KANSAS CITY,MO,64128,JACKSON,(816) 861-4700,Inpatient Psychiatric Facility Measures,HBIPS-2,Hours of physical-restraint use,0.36,4493,20,01/01/2023,12/31/2023
26004F,KANSAS CITY VA MEDICAL CENTER,4801 LINWOOD BLVD.,KANSAS CITY,MO,64128,JACKSON,(816) 861-4700,Inpatient Psychiatric Facility Measures,HBIPS-3,Hours of seclusion,0,4493,20,01/01/2023,12/31/2023
26004F,KANSAS CITY VA MEDICAL CENTER,4801 LINWOOD BLVD.,KANSAS CITY,MO,64128,JACKSON,(816) 861-4700,Inpatient Psychiatric Facility Measures,SUB_2,Alcohol use brief intervention provided or offered,46,157,"2, 20",01/01/2023,12/31/2023
26004F,KANSAS CITY VA MEDICAL CENTER,4801 LINWOOD BLVD.,KANSAS CITY,MO,64128,JACKSON,(816) 861-4700,Inpatient Psychiatric Facility Measures,SUB_3,Alcohol and other drug use disorder treatment provided or offered at discharge,62,133,"2, 20",01/01/2023,12/31/2023
26004F,KANSAS CITY VA MEDICAL CENTER,4801 LINWOOD BLVD.,KANSAS CITY,MO,64128,JACKSON,(816) 861-4700,Inpatient Psychiatric Facility Measures,TOB_3,Tobacco Use Treatment Provided or Offered at Discharge,73,150,"2, 20",01/01/2023,12/31/2023
26007F,POPLAR BLUFF VA MEDICAL CENTER,1500 N. WESTWOOD BLVD.,POPLAR BLUFF,MO,63901,BUTLER,(573) 686-4151,Inpatient Psychiatric Facility Measures,HBIPS-2,Hours of physical-restraint use,Not Available,Not Available,5,01/01/2023,12/31/2023
26007F,POPLAR BLUFF VA MEDICAL CENTER,1500 N. WESTWOOD BLVD.,POPLAR BLUFF,MO,63901,BUTLER,(573) 686-4151,Inpatient Psychiatric Facility Measures,HBIPS-3,Hours of seclusion,Not Available,Not Available,5,01/01/2023,12/31/2023
26007F,POPLAR BLUFF VA MEDICAL CENTER,1500 N. WESTWOOD BLVD.,POPLAR BLUFF,MO,63901,BUTLER,(573) 686-4151,Inpatient Psychiatric Facility Measures,SUB_2,Alcohol use brief intervention provided or offered,96,23,"2, 20",01/01/2023,12/31/2023
26007F,POPLAR BLUFF VA MEDICAL CENTER,1500 N. WESTWOOD BLVD.,POPLAR BLUFF,MO,63901,BUTLER,(573) 686-4151,Inpatient Psychiatric Facility Measures,SUB_3,Alcohol and other drug use disorder treatment provided or offered at discharge,100,17,"2, 20",01/01/2023,12/31/2023
26007F,POPLAR BLUFF VA MEDICAL CENTER,1500 N. WESTWOOD BLVD.,POPLAR BLUFF,MO,63901,BUTLER,(573) 686-4151,Inpatient Psychiatric Facility Measures,TOB_3,Tobacco Use Treatment Provided or Offered at Discharge,97,33,"2, 20",01/01/2023,12/31/2023
26009F,ST LOUIS-JOHN COCHRAN VA MEDICAL CENTER,915 NORTH GRAND,ST. LOUIS,MO,63106,ST. LOUIS,(314) 652-4100,Inpatient Psychiatric Facility Measures,HBIPS-2,Hours of physical-restraint use,0.21,9667,20,01/01/2023,12/31/2023
26009F,ST LOUIS-JOHN COCHRAN VA MEDICAL CENTER,915 NORTH GRAND,ST. LOUIS,MO,63106,ST. LOUIS,(314) 652-4100,Inpatient Psychiatric Facility Measures,HBIPS-3,Hours of seclusion,0,9667,20,01/01/2023,12/31/2023
26009F,ST LOUIS-JOHN COCHRAN VA MEDICAL CENTER,915 NORTH GRAND,ST. LOUIS,MO,63106,ST. LOUIS,(314) 652-4100,Inpatient Psychiatric Facility Measures,SUB_2,Alcohol use brief intervention provided or offered,89,130,"2, 20",01/01/2023,12/31/2023
26009F,ST LOUIS-JOHN COCHRAN VA MEDICAL CENTER,915 NORTH GRAND,ST. LOUIS,MO,63106,ST. LOUIS,(314) 652-4100,Inpatient Psychiatric Facility Measures,SUB_3,Alcohol and other drug use disorder treatment provided or offered at discharge,82,201,"2, 20",01/01/2023,12/31/2023
26009F,ST LOUIS-JOHN COCHRAN VA MEDICAL CENTER,915 NORTH GRAND,ST. LOUIS,MO,63106,ST. LOUIS,(314) 652-4100,Inpatient Psychiatric Facility Measures,TOB_3,Tobacco Use Treatment Provided or Offered at Discharge,62,198,"2, 20",01/01/2023,12/31/2023
26023F,COLUMBIA MO VA MEDICAL CENTER,800 HOSPITAL DR,COLUMBIA,MO,65201,BOONE,(573) 814-6000,Inpatient Psychiatric Facility Measures,HBIPS-2,Hours of physical-restraint use,0.08,3240,20,01/01/2023,12/31/2023
26023F,COLUMBIA MO VA MEDICAL CENTER,800 HOSPITAL DR,COLUMBIA,MO,65201,BOONE,(573) 814-6000,Inpatient Psychiatric Facility Measures,HBIPS-3,Hours of seclusion,1.81,3240,20,01/01/2023,12/31/2023
26023F,COLUMBIA MO VA MEDICAL CENTER,800 HOSPITAL DR,COLUMBIA,MO,65201,BOONE,(573) 814-6000,Inpatient Psychiatric Facility Measures,SUB_2,Alcohol use brief intervention provided or offered,72,93,"2, 20",01/01/2023,12/31/2023
26023F,COLUMBIA MO VA MEDICAL CENTER,800 HOSPITAL DR,COLUMBIA,MO,65201,BOONE,(573) 814-6000,Inpatient Psychiatric Facility Measures,SUB_3,Alcohol and other drug use disorder treatment provided or offered at discharge,71,69,"2, 20",01/01/2023,12/31/2023
26023F,COLUMBIA MO VA MEDICAL CENTER,800 HOSPITAL DR,COLUMBIA,MO,65201,BOONE,(573) 814-6000,Inpatient Psychiatric Facility Measures,TOB_3,Tobacco Use Treatment Provided or Offered at Discharge,73,140,"2, 20",01/01/2023,12/31/2023
27003F,VA MONTANA HEALTHCARE SYSTEM,3687 VETERANS DRIVE,FORT HARRISON,MT,59636,LEWIS AND CLARK,(406) 447-7900,Inpatient Psychiatric Facility Measures,HBIPS-2,Hours of physical-restraint use,Not Available,Not Available,5,01/01/2023,12/31/2023
27003F,VA MONTANA HEALTHCARE SYSTEM,3687 VETERANS DRIVE,FORT HARRISON,MT,59636,LEWIS AND CLARK,(406) 447-7900,Inpatient Psychiatric Facility Measures,HBIPS-3,Hours of seclusion,Not Available,Not Available,5,01/01/2023,12/31/2023
27003F,VA MONTANA HEALTHCARE SYSTEM,3687 VETERANS DRIVE,FORT HARRISON,MT,59636,LEWIS AND CLARK,(406) 447-7900,Inpatient Psychiatric Facility Measures,SUB_2,Alcohol use brief intervention provided or offered,93,108,"2, 20",01/01/2023,12/31/2023
27003F,VA MONTANA HEALTHCARE SYSTEM,3687 VETERANS DRIVE,FORT HARRISON,MT,59636,LEWIS AND CLARK,(406) 447-7900,Inpatient Psychiatric Facility Measures,SUB_3,Alcohol and other drug use disorder treatment provided or offered at discharge,76,90,"2, 20",01/01/2023,12/31/2023
27003F,VA MONTANA HEALTHCARE SYSTEM,3687 VETERANS DRIVE,FORT HARRISON,MT,59636,LEWIS AND CLARK,(406) 447-7900,Inpatient Psychiatric Facility Measures,TOB_3,Tobacco Use Treatment Provided or Offered at Discharge,72,85,"2, 20",01/01/2023,12/31/2023
28006F,OMAHA VA MEDICAL CENTER (VA NEBRASKA WESTERN IOWA HEALTHCARE SYSTEM),4101 WOOLWORTH AVENUE,OMAHA,NE,68105,DOUGLAS,(402) 346-8800,Inpatient Psychiatric Facility Measures,HBIPS-2,Hours of physical-restraint use,0.56,3163,20,01/01/2023,12/31/2023
28006F,OMAHA VA MEDICAL CENTER (VA NEBRASKA WESTERN IOWA HEALTHCARE SYSTEM),4101 WOOLWORTH AVENUE,OMAHA,NE,68105,DOUGLAS,(402) 346-8800,Inpatient Psychiatric Facility Measures,HBIPS-3,Hours of seclusion,0,3163,20,01/01/2023,12/31/2023
28006F,OMAHA VA MEDICAL CENTER (VA NEBRASKA WESTERN IOWA HEALTHCARE SYSTEM),4101 WOOLWORTH AVENUE,OMAHA,NE,68105,DOUGLAS,(402) 346-8800,Inpatient Psychiatric Facility Measures,SUB_2,Alcohol use brief intervention provided or offered,69,99,"2, 20",01/01/2023,12/31/2023
28006F,OMAHA VA MEDICAL CENTER (VA NEBRASKA WESTERN IOWA HEALTHCARE SYSTEM),4101 WOOLWORTH AVENUE,OMAHA,NE,68105,DOUGLAS,(402) 346-8800,Inpatient Psychiatric Facility Measures,SUB_3,Alcohol and other drug use disorder treatment provided or offered at discharge,68,90,"2, 20",01/01/2023,12/31/2023
28006F,OMAHA VA MEDICAL CENTER (VA NEBRASKA WESTERN IOWA HEALTHCARE SYSTEM),4101 WOOLWORTH AVENUE,OMAHA,NE,68105,DOUGLAS,(402) 346-8800,Inpatient Psychiatric Facility Measures,TOB_3,Tobacco Use Treatment Provided or Offered at Discharge,93,107,"2, 20",01/01/2023,12/31/2023
29002F,VA SIERRA NEVADA HEALTHCARE SYSTEM,975 KIRMAN AVENUE,RENO,NV,89502,WASHOE,(775) 328-1263,Inpatient Psychiatric Facility Measures,HBIPS-2,Hours of physical-restraint use,0,4131,20,01/01/2023,12/31/2023
29002F,VA SIERRA NEVADA HEALTHCARE SYSTEM,975 KIRMAN AVENUE,RENO,NV,89502,WASHOE,(775) 328-1263,Inpatient Psychiatric Facility Measures,HBIPS-3,Hours of seclusion,0.17,4131,20,01/01/2023,12/31/2023
29002F,VA SIERRA NEVADA HEALTHCARE SYSTEM,975 KIRMAN AVENUE,RENO,NV,89502,WASHOE,(775) 328-1263,Inpatient Psychiatric Facility Measures,SUB_2,Alcohol use brief intervention provided or offered,71,82,"2, 20",01/01/2023,12/31/2023
29002F,VA SIERRA NEVADA HEALTHCARE SYSTEM,975 KIRMAN AVENUE,RENO,NV,89502,WASHOE,(775) 328-1263,Inpatient Psychiatric Facility Measures,SUB_3,Alcohol and other drug use disorder treatment provided or offered at discharge,69,93,"2, 20",01/01/2023,12/31/2023
29002F,VA SIERRA NEVADA HEALTHCARE SYSTEM,975 KIRMAN AVENUE,RENO,NV,89502,WASHOE,(775) 328-1263,Inpatient Psychiatric Facility Measures,TOB_3,Tobacco Use Treatment Provided or Offered at Discharge,62,94,"2, 20",01/01/2023,12/31/2023
29004F,VA SOUTHERN NEVADA HEALTHCARE SYSTEM,6900 NORTH PECOS ROAD,N. LAS VEGAS,NV,89086,CLARK,(702) 791-9024,Inpatient Psychiatric Facility Measures,HBIPS-2,Hours of physical-restraint use,0.06,7233,20,01/01/2023,12/31/2023
29004F,VA SOUTHERN NEVADA HEALTHCARE SYSTEM,6900 NORTH PECOS ROAD,N. LAS VEGAS,NV,89086,CLARK,(702) 791-9024,Inpatient Psychiatric Facility Measures,HBIPS-3,Hours of seclusion,0.05,7233,20,01/01/2023,12/31/2023
29004F,VA SOUTHERN NEVADA HEALTHCARE SYSTEM,6900 NORTH PECOS ROAD,N. LAS VEGAS,NV,89086,CLARK,(702) 791-9024,Inpatient Psychiatric Facility Measures,SUB_2,Alcohol use brief intervention provided or offered,98,108,"2, 20",01/01/2023,12/31/2023
29004F,VA SOUTHERN NEVADA HEALTHCARE SYSTEM,6900 NORTH PECOS ROAD,N. LAS VEGAS,NV,89086,CLARK,(702) 791-9024,Inpatient Psychiatric Facility Measures,SUB_3,Alcohol and other drug use disorder treatment provided or offered at discharge,93,181,"2, 20",01/01/2023,12/31/2023
29004F,VA SOUTHERN NEVADA HEALTHCARE SYSTEM,6900 NORTH PECOS ROAD,N. LAS VEGAS,NV,89086,CLARK,(702) 791-9024,Inpatient Psychiatric Facility Measures,TOB_3,Tobacco Use Treatment Provided or Offered at Discharge,95,150,"2, 20",01/01/2023,12/31/2023
31001F,VA NEW JERSEY HEALTH CARE SYSTEM,385 TREMONT AVENUE,EAST ORANGE,NJ,07018,ESSEX,(973) 676-1000,Inpatient Psychiatric Facility Measures,HBIPS-2,Hours of physical-restraint use,0.04,5023,20,01/01/2023,12/31/2023
31001F,VA NEW JERSEY HEALTH CARE SYSTEM,385 TREMONT AVENUE,EAST ORANGE,NJ,07018,ESSEX,(973) 676-1000,Inpatient Psychiatric Facility Measures,HBIPS-3,Hours of seclusion,0,5023,20,01/01/2023,12/31/2023
31001F,VA NEW JERSEY HEALTH CARE SYSTEM,385 TREMONT AVENUE,EAST ORANGE,NJ,07018,ESSEX,(973) 676-1000,Inpatient Psychiatric Facility Measures,SUB_2,Alcohol use brief intervention provided or offered,55,137,"2, 20",01/01/2023,12/31/2023
31001F,VA NEW JERSEY HEALTH CARE SYSTEM,385 TREMONT AVENUE,EAST ORANGE,NJ,07018,ESSEX,(973) 676-1000,Inpatient Psychiatric Facility Measures,SUB_3,Alcohol and other drug use disorder treatment provided or offered at discharge,80,84,"2, 20",01/01/2023,12/31/2023
31001F,VA NEW JERSEY HEALTH CARE SYSTEM,385 TREMONT AVENUE,EAST ORANGE,NJ,07018,ESSEX,(973) 676-1000,Inpatient Psychiatric Facility Measures,TOB_3,Tobacco Use Treatment Provided or Offered at Discharge,52,69,"2, 20",01/01/2023,12/31/2023
32005F,VA NEW MEXICO HEALTHCARE SYSTEM,1501 SAN PEDRO DRIVE SE,ALBUQUERQUE,NM,87108,BERNALILLO,(505) 256-2889,Inpatient Psychiatric Facility Measures,HBIPS-2,Hours of physical-restraint use,0.16,6701,20,01/01/2023,12/31/2023
32005F,VA NEW MEXICO HEALTHCARE SYSTEM,1501 SAN PEDRO DRIVE SE,ALBUQUERQUE,NM,87108,BERNALILLO,(505) 256-2889,Inpatient Psychiatric Facility Measures,HBIPS-3,Hours of seclusion,0.66,6701,20,01/01/2023,12/31/2023
32005F,VA NEW MEXICO HEALTHCARE SYSTEM,1501 SAN PEDRO DRIVE SE,ALBUQUERQUE,NM,87108,BERNALILLO,(505) 256-2889,Inpatient Psychiatric Facility Measures,SUB_2,Alcohol use brief intervention provided or offered,32,164,"2, 20",01/01/2023,12/31/2023
32005F,VA NEW MEXICO HEALTHCARE SYSTEM,1501 SAN PEDRO DRIVE SE,ALBUQUERQUE,NM,87108,BERNALILLO,(505) 256-2889,Inpatient Psychiatric Facility Measures,SUB_3,Alcohol and other drug use disorder treatment provided or offered at discharge,47,104,"2, 20",01/01/2023,12/31/2023
32005F,VA NEW MEXICO HEALTHCARE SYSTEM,1501 SAN PEDRO DRIVE SE,ALBUQUERQUE,NM,87108,BERNALILLO,(505) 256-2889,Inpatient Psychiatric Facility Measures,TOB_3,Tobacco Use Treatment Provided or Offered at Discharge,4,85,"2, 20",01/01/2023,12/31/2023
33009F,ALBANY VA MEDICAL CENTER,113 HOLLAND AVENUE,ALBANY,NY,12208,ALBANY,(518) 626-5000,Inpatient Psychiatric Facility Measures,HBIPS-2,Hours of physical-restraint use,0.29,3298,20,01/01/2023,12/31/2023
33009F,ALBANY VA MEDICAL CENTER,113 HOLLAND AVENUE,ALBANY,NY,12208,ALBANY,(518) 626-5000,Inpatient Psychiatric Facility Measures,HBIPS-3,Hours of seclusion,0,3298,20,01/01/2023,12/31/2023
33009F,ALBANY VA MEDICAL CENTER,113 HOLLAND AVENUE,ALBANY,NY,12208,ALBANY,(518) 626-5000,Inpatient Psychiatric Facility Measures,SUB_2,Alcohol use brief intervention provided or offered,45,94,"2, 20",01/01/2023,12/31/2023
33009F,ALBANY VA MEDICAL CENTER,113 HOLLAND AVENUE,ALBANY,NY,12208,ALBANY,(518) 626-5000,Inpatient Psychiatric Facility Measures,SUB_3,Alcohol and other drug use disorder treatment provided or offered at discharge,79,90,"2, 20",01/01/2023,12/31/2023
33009F,ALBANY VA MEDICAL CENTER,113 HOLLAND AVENUE,ALBANY,NY,12208,ALBANY,(518) 626-5000,Inpatient Psychiatric Facility Measures,TOB_3,Tobacco Use Treatment Provided or Offered at Discharge,60,88,"2, 20",01/01/2023,12/31/2023
33011F,BATH VA MEDICAL CENTER,76 VETERANS AVE.,BATH,NY,14810,STEUBEN,(607) 664-4000,Inpatient Psychiatric Facility Measures,HBIPS-2,Hours of physical-restraint use,Not Available,Not Available,5,01/01/2023,12/31/2023
33011F,BATH VA MEDICAL CENTER,76 VETERANS AVE.,BATH,NY,14810,STEUBEN,(607) 664-4000,Inpatient Psychiatric Facility Measures,HBIPS-3,Hours of seclusion,Not Available,Not Available,5,01/01/2023,12/31/2023
33011F,BATH VA MEDICAL CENTER,76 VETERANS AVE.,BATH,NY,14810,STEUBEN,(607) 664-4000,Inpatient Psychiatric Facility Measures,SUB_2,Alcohol use brief intervention provided or offered,84,57,"2, 20",01/01/2023,12/31/2023
33011F,BATH VA MEDICAL CENTER,76 VETERANS AVE.,BATH,NY,14810,STEUBEN,(607) 664-4000,Inpatient Psychiatric Facility Measures,SUB_3,Alcohol and other drug use disorder treatment provided or offered at discharge,91,56,"2, 20",01/01/2023,12/31/2023
33011F,BATH VA MEDICAL CENTER,76 VETERANS AVE.,BATH,NY,14810,STEUBEN,(607) 664-4000,Inpatient Psychiatric Facility Measures,TOB_3,Tobacco Use Treatment Provided or Offered at Discharge,23,39,"2, 20",01/01/2023,12/31/2023
33012F,UPSTATE NEW YORK VA HEALTHCARE SYSTEM (WESTERN NY VA HEALTHCARE SYSTEM),3495 BAILEY AVENUE,BUFFALO,NY,14215,ERIE,(716) 862-3611,Inpatient Psychiatric Facility Measures,HBIPS-2,Hours of physical-restraint use,0.31,3510,20,01/01/2023,12/31/2023
33012F,UPSTATE NEW YORK VA HEALTHCARE SYSTEM (WESTERN NY VA HEALTHCARE SYSTEM),3495 BAILEY AVENUE,BUFFALO,NY,14215,ERIE,(716) 862-3611,Inpatient Psychiatric Facility Measures,HBIPS-3,Hours of seclusion,0.96,3510,20,01/01/2023,12/31/2023
33012F,UPSTATE NEW YORK VA HEALTHCARE SYSTEM (WESTERN NY VA HEALTHCARE SYSTEM),3495 BAILEY AVENUE,BUFFALO,NY,14215,ERIE,(716) 862-3611,Inpatient Psychiatric Facility Measures,SUB_2,Alcohol use brief intervention provided or offered,73,77,"2, 20",01/01/2023,12/31/2023
33012F,UPSTATE NEW YORK VA HEALTHCARE SYSTEM (WESTERN NY VA HEALTHCARE SYSTEM),3495 BAILEY AVENUE,BUFFALO,NY,14215,ERIE,(716) 862-3611,Inpatient Psychiatric Facility Measures,SUB_3,Alcohol and other drug use disorder treatment provided or offered at discharge,83,71,"2, 20",01/01/2023,12/31/2023
33012F,UPSTATE NEW YORK VA HEALTHCARE SYSTEM (WESTERN NY VA HEALTHCARE SYSTEM),3495 BAILEY AVENUE,BUFFALO,NY,14215,ERIE,(716) 862-3611,Inpatient Psychiatric Facility Measures,TOB_3,Tobacco Use Treatment Provided or Offered at Discharge,69,90,"2, 20",01/01/2023,12/31/2023
33015F,VA HUDSON VALLEY HEALTHCARE SYSTEM,2094 ALBANY POST ROAD,MONTROSE,NY,10548,WESTCHESTER,(914) 737-4400,Inpatient Psychiatric Facility Measures,HBIPS-2,Hours of physical-restraint use,0.04,3884,20,01/01/2023,12/31/2023
33015F,VA HUDSON VALLEY HEALTHCARE SYSTEM,2094 ALBANY POST ROAD,MONTROSE,NY,10548,WESTCHESTER,(914) 737-4400,Inpatient Psychiatric Facility Measures,HBIPS-3,Hours of seclusion,0.04,3884,20,01/01/2023,12/31/2023
33015F,VA HUDSON VALLEY HEALTHCARE SYSTEM,2094 ALBANY POST ROAD,MONTROSE,NY,10548,WESTCHESTER,(914) 737-4400,Inpatient Psychiatric Facility Measures,SUB_2,Alcohol use brief intervention provided or offered,84,108,"2, 20",01/01/2023,12/31/2023
33015F,VA HUDSON VALLEY HEALTHCARE SYSTEM,2094 ALBANY POST ROAD,MONTROSE,NY,10548,WESTCHESTER,(914) 737-4400,Inpatient Psychiatric Facility Measures,SUB_3,Alcohol and other drug use disorder treatment provided or offered at discharge,89,137,"2, 20",01/01/2023,12/31/2023
33015F,VA HUDSON VALLEY HEALTHCARE SYSTEM,2094 ALBANY POST ROAD,MONTROSE,NY,10548,WESTCHESTER,(914) 737-4400,Inpatient Psychiatric Facility Measures,TOB_3,Tobacco Use Treatment Provided or Offered at Discharge,85,98,"2, 20",01/01/2023,12/31/2023
33016F,BRONX VA MEDICAL CENTER,130 WEST KINGSBRIDGE ROAD,BRONX,NY,10468,BRONX,(718) 584-9000,Inpatient Psychiatric Facility Measures,HBIPS-2,Hours of physical-restraint use,0.15,6003,20,01/01/2023,12/31/2023
33016F,BRONX VA MEDICAL CENTER,130 WEST KINGSBRIDGE ROAD,BRONX,NY,10468,BRONX,(718) 584-9000,Inpatient Psychiatric Facility Measures,HBIPS-3,Hours of seclusion,0.12,6003,20,01/01/2023,12/31/2023
33016F,BRONX VA MEDICAL CENTER,130 WEST KINGSBRIDGE ROAD,BRONX,NY,10468,BRONX,(718) 584-9000,Inpatient Psychiatric Facility Measures,SUB_2,Alcohol use brief intervention provided or offered,84,61,"2, 20",01/01/2023,12/31/2023
33016F,BRONX VA MEDICAL CENTER,130 WEST KINGSBRIDGE ROAD,BRONX,NY,10468,BRONX,(718) 584-9000,Inpatient Psychiatric Facility Measures,SUB_3,Alcohol and other drug use disorder treatment provided or offered at discharge,87,117,"2, 20",01/01/2023,12/31/2023
33016F,BRONX VA MEDICAL CENTER,130 WEST KINGSBRIDGE ROAD,BRONX,NY,10468,BRONX,(718) 584-9000,Inpatient Psychiatric Facility Measures,TOB_3,Tobacco Use Treatment Provided or Offered at Discharge,90,80,"2, 20",01/01/2023,12/31/2023
33017F,VA NEW YORK HARBOR HEALTHCARE SYSTEM - NY DIV.,423 EAST 23RD STREET,NEW YORK,NY,10010,NEW YORK,(212) 686-7500,Inpatient Psychiatric Facility Measures,HBIPS-2,Hours of physical-restraint use,0.93,6061,20,01/01/2023,12/31/2023
33017F,VA NEW YORK HARBOR HEALTHCARE SYSTEM - NY DIV.,423 EAST 23RD STREET,NEW YORK,NY,10010,NEW YORK,(212) 686-7500,Inpatient Psychiatric Facility Measures,HBIPS-3,Hours of seclusion,0,6061,20,01/01/2023,12/31/2023
33017F,VA NEW YORK HARBOR HEALTHCARE SYSTEM - NY DIV.,423 EAST 23RD STREET,NEW YORK,NY,10010,NEW YORK,(212) 686-7500,Inpatient Psychiatric Facility Measures,SUB_2,Alcohol use brief intervention provided or offered,85,80,"2, 20",01/01/2023,12/31/2023
33017F,VA NEW YORK HARBOR HEALTHCARE SYSTEM - NY DIV.,423 EAST 23RD STREET,NEW YORK,NY,10010,NEW YORK,(212) 686-7500,Inpatient Psychiatric Facility Measures,SUB_3,Alcohol and other drug use disorder treatment provided or offered at discharge,64,135,"2, 20",01/01/2023,12/31/2023
33017F,VA NEW YORK HARBOR HEALTHCARE SYSTEM - NY DIV.,423 EAST 23RD STREET,NEW YORK,NY,10010,NEW YORK,(212) 686-7500,Inpatient Psychiatric Facility Measures,TOB_3,Tobacco Use Treatment Provided or Offered at Discharge,82,116,"2, 20",01/01/2023,12/31/2023
33019F,NORTHPORT VA MEDICAL CENTER,79 MIDDLEVILLE ROAD,NORTHPORT,NY,11768,SUFFOLK,(516) 261-4400,Inpatient Psychiatric Facility Measures,HBIPS-2,Hours of physical-restraint use,0,9563,20,01/01/2023,12/31/2023
33019F,NORTHPORT VA MEDICAL CENTER,79 MIDDLEVILLE ROAD,NORTHPORT,NY,11768,SUFFOLK,(516) 261-4400,Inpatient Psychiatric Facility Measures,HBIPS-3,Hours of seclusion,0.02,9563,20,01/01/2023,12/31/2023
33019F,NORTHPORT VA MEDICAL CENTER,79 MIDDLEVILLE ROAD,NORTHPORT,NY,11768,SUFFOLK,(516) 261-4400,Inpatient Psychiatric Facility Measures,SUB_2,Alcohol use brief intervention provided or offered,66,120,"2, 20",01/01/2023,12/31/2023
