"State","Measure ID","Measure Name","Score","Footnote","Start Date","End Date"
OK,HAI_1_CIUPPER,Central Line Associated Bloodstream Infection (ICU + select Wards): Upper Confidence Limit,0.657,,10/01/2023,09/30/2024
OK,HAI_1_SIR,Central Line Associated Bloodstream Infection (ICU + select Wards),0.559,,10/01/2023,09/30/2024
OK,HAI_2_CILOWER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Lower Confidence Limit,0.474,,10/01/2023,09/30/2024
OK,HAI_2_CIUPPER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Upper Confidence Limit,0.657,,10/01/2023,09/30/2024
OK,HAI_2_SIR,Catheter Associated Urinary Tract Infections (ICU + select Wards),0.560,,10/01/2023,09/30/2024
OK,HAI_3_CILOWER,SSI - Colon Surgery: Lower Confidence Limit,0.714,,10/01/2023,09/30/2024
OK,HAI_3_CIUPPER,SSI - Colon Surgery: Upper Confidence Limit,1.070,,10/01/2023,09/30/2024
OK,HAI_3_SIR,SSI - Colon Surgery,0.879,,10/01/2023,09/30/2024
OK,HAI_4_CILOWER,SSI - Abdominal Hysterectomy: Lower Confidence Limit,0.780,,10/01/2023,09/30/2024
OK,HAI_4_CIUPPER,SSI - Abdominal Hysterectomy: Upper Confidence Limit,1.367,,10/01/2023,09/30/2024
OK,HAI_4_SIR,SSI - Abdominal Hysterectomy,1.043,,10/01/2023,09/30/2024
OK,HAI_5_CILOWER,MRSA Bacteremia: Lower Confidence Limit,0.673,,10/01/2023,09/30/2024
OK,HAI_5_CIUPPER,MRSA Bacteremia: Upper Confidence Limit,0.995,,10/01/2023,09/30/2024
OK,HAI_5_SIR,MRSA Bacteremia,0.822,,10/01/2023,09/30/2024
OK,HAI_6_CILOWER,Clostridium Difficile (C.Diff): Lower Confidence Limit,0.227,,10/01/2023,09/30/2024
OK,HAI_6_CIUPPER,Clostridium Difficile (C.Diff): Upper Confidence Limit,0.285,,10/01/2023,09/30/2024
OK,HAI_6_SIR,Clostridium Difficile (C.Diff),0.255,,10/01/2023,09/30/2024
OR,HAI_1_CILOWER,Central Line Associated Bloodstream Infection (ICU + select Wards): Lower Confidence Limit,0.510,,10/01/2023,09/30/2024
OR,HAI_1_CIUPPER,Central Line Associated Bloodstream Infection (ICU + select Wards): Upper Confidence Limit,0.744,,10/01/2023,09/30/2024
OR,HAI_1_SIR,Central Line Associated Bloodstream Infection (ICU + select Wards),0.618,,10/01/2023,09/30/2024
OR,HAI_2_CILOWER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Lower Confidence Limit,0.715,,10/01/2023,09/30/2024
OR,HAI_2_CIUPPER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Upper Confidence Limit,0.971,,10/01/2023,09/30/2024
OR,HAI_2_SIR,Catheter Associated Urinary Tract Infections (ICU + select Wards),0.836,,10/01/2023,09/30/2024
OR,HAI_3_CILOWER,SSI - Colon Surgery: Lower Confidence Limit,0.889,,10/01/2023,09/30/2024
OR,HAI_3_CIUPPER,SSI - Colon Surgery: Upper Confidence Limit,1.268,,10/01/2023,09/30/2024
OR,HAI_3_SIR,SSI - Colon Surgery,1.066,,10/01/2023,09/30/2024
OR,HAI_4_CILOWER,SSI - Abdominal Hysterectomy: Lower Confidence Limit,0.697,,10/01/2023,09/30/2024
OR,HAI_4_CIUPPER,SSI - Abdominal Hysterectomy: Upper Confidence Limit,1.532,,10/01/2023,09/30/2024
OR,HAI_4_SIR,SSI - Abdominal Hysterectomy,1.053,,10/01/2023,09/30/2024
OR,HAI_5_CILOWER,MRSA Bacteremia: Lower Confidence Limit,0.576,,10/01/2023,09/30/2024
OR,HAI_5_CIUPPER,MRSA Bacteremia: Upper Confidence Limit,0.903,,10/01/2023,09/30/2024
OR,HAI_5_SIR,MRSA Bacteremia,0.726,,10/01/2023,09/30/2024
OR,HAI_6_CILOWER,Clostridium Difficile (C.Diff): Lower Confidence Limit,0.458,,10/01/2023,09/30/2024
OR,HAI_6_CIUPPER,Clostridium Difficile (C.Diff): Upper Confidence Limit,0.554,,10/01/2023,09/30/2024
OR,HAI_6_SIR,Clostridium Difficile (C.Diff),0.504,,10/01/2023,09/30/2024
PA,HAI_1_CILOWER,Central Line Associated Bloodstream Infection (ICU + select Wards): Lower Confidence Limit,0.620,,10/01/2023,09/30/2024
PA,HAI_1_CIUPPER,Central Line Associated Bloodstream Infection (ICU + select Wards): Upper Confidence Limit,0.728,,10/01/2023,09/30/2024
PA,HAI_1_SIR,Central Line Associated Bloodstream Infection (ICU + select Wards),0.672,,10/01/2023,09/30/2024
PA,HAI_2_CILOWER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Lower Confidence Limit,0.607,,10/01/2023,09/30/2024
PA,HAI_2_CIUPPER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Upper Confidence Limit,0.701,,10/01/2023,09/30/2024
PA,HAI_2_SIR,Catheter Associated Urinary Tract Infections (ICU + select Wards),0.652,,10/01/2023,09/30/2024
PA,HAI_3_CILOWER,SSI - Colon Surgery: Lower Confidence Limit,0.734,,10/01/2023,09/30/2024
PA,HAI_3_CIUPPER,SSI - Colon Surgery: Upper Confidence Limit,0.908,,10/01/2023,09/30/2024
PA,HAI_3_SIR,SSI - Colon Surgery,0.817,,10/01/2023,09/30/2024
PA,HAI_4_CILOWER,SSI - Abdominal Hysterectomy: Lower Confidence Limit,0.748,,10/01/2023,09/30/2024
PA,HAI_4_CIUPPER,SSI - Abdominal Hysterectomy: Upper Confidence Limit,1.213,,10/01/2023,09/30/2024
PA,HAI_4_SIR,SSI - Abdominal Hysterectomy,0.959,,10/01/2023,09/30/2024
PA,HAI_5_CILOWER,MRSA Bacteremia: Lower Confidence Limit,0.678,,10/01/2023,09/30/2024
PA,HAI_5_CIUPPER,MRSA Bacteremia: Upper Confidence Limit,0.831,,10/01/2023,09/30/2024
PA,HAI_5_SIR,MRSA Bacteremia,0.751,,10/01/2023,09/30/2024
PA,HAI_6_CILOWER,Clostridium Difficile (C.Diff): Lower Confidence Limit,0.486,,10/01/2023,09/30/2024
PA,HAI_6_CIUPPER,Clostridium Difficile (C.Diff): Upper Confidence Limit,0.533,,10/01/2023,09/30/2024
PA,HAI_6_SIR,Clostridium Difficile (C.Diff),0.509,,10/01/2023,09/30/2024
PR,HAI_1_CILOWER,Central Line Associated Bloodstream Infection (ICU + select Wards): Lower Confidence Limit,2.840,,10/01/2023,09/30/2024
PR,HAI_1_CIUPPER,Central Line Associated Bloodstream Infection (ICU + select Wards): Upper Confidence Limit,3.544,,10/01/2023,09/30/2024
PR,HAI_1_SIR,Central Line Associated Bloodstream Infection (ICU + select Wards),3.178,,10/01/2023,09/30/2024
PR,HAI_2_CILOWER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Lower Confidence Limit,0.666,,10/01/2023,09/30/2024
PR,HAI_2_CIUPPER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Upper Confidence Limit,0.918,,10/01/2023,09/30/2024
PR,HAI_2_SIR,Catheter Associated Urinary Tract Infections (ICU + select Wards),0.784,,10/01/2023,09/30/2024
PR,HAI_3_CILOWER,SSI - Colon Surgery: Lower Confidence Limit,Not Available,5,10/01/2023,09/30/2024
PR,HAI_3_CIUPPER,SSI - Colon Surgery: Upper Confidence Limit,Not Available,5,10/01/2023,09/30/2024
PR,HAI_3_SIR,SSI - Colon Surgery,Not Available,5,10/01/2023,09/30/2024
PR,HAI_4_CILOWER,SSI - Abdominal Hysterectomy: Lower Confidence Limit,Not Available,5,10/01/2023,09/30/2024
PR,HAI_4_CIUPPER,SSI - Abdominal Hysterectomy: Upper Confidence Limit,Not Available,5,10/01/2023,09/30/2024
PR,HAI_4_SIR,SSI - Abdominal Hysterectomy,Not Available,5,10/01/2023,09/30/2024
PR,HAI_5_CILOWER,MRSA Bacteremia: Lower Confidence Limit,0.137,,10/01/2023,09/30/2024
PR,HAI_5_CIUPPER,MRSA Bacteremia: Upper Confidence Limit,0.702,,10/01/2023,09/30/2024
PR,HAI_5_SIR,MRSA Bacteremia,0.337,,10/01/2023,09/30/2024
PR,HAI_6_CILOWER,Clostridium Difficile (C.Diff): Lower Confidence Limit,0.291,,10/01/2023,09/30/2024
PR,HAI_6_CIUPPER,Clostridium Difficile (C.Diff): Upper Confidence Limit,0.479,,10/01/2023,09/30/2024
PR,HAI_6_SIR,Clostridium Difficile (C.Diff),0.376,,10/01/2023,09/30/2024
RI,HAI_1_CILOWER,Central Line Associated Bloodstream Infection (ICU + select Wards): Lower Confidence Limit,0.501,,10/01/2023,09/30/2024
RI,HAI_1_CIUPPER,Central Line Associated Bloodstream Infection (ICU + select Wards): Upper Confidence Limit,0.933,,10/01/2023,09/30/2024
RI,HAI_1_SIR,Central Line Associated Bloodstream Infection (ICU + select Wards),0.692,,10/01/2023,09/30/2024
RI,HAI_2_CILOWER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Lower Confidence Limit,0.561,,10/01/2023,09/30/2024
RI,HAI_2_CIUPPER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Upper Confidence Limit,0.968,,10/01/2023,09/30/2024
RI,HAI_2_SIR,Catheter Associated Urinary Tract Infections (ICU + select Wards),0.744,,10/01/2023,09/30/2024
RI,HAI_3_CILOWER,SSI - Colon Surgery: Lower Confidence Limit,0.474,,10/01/2023,09/30/2024
RI,HAI_3_CIUPPER,SSI - Colon Surgery: Upper Confidence Limit,1.146,,10/01/2023,09/30/2024
RI,HAI_3_SIR,SSI - Colon Surgery,0.755,,10/01/2023,09/30/2024
RI,HAI_4_CILOWER,SSI - Abdominal Hysterectomy: Lower Confidence Limit,0.191,,10/01/2023,09/30/2024
RI,HAI_4_CIUPPER,SSI - Abdominal Hysterectomy: Upper Confidence Limit,2.043,,10/01/2023,09/30/2024
RI,HAI_4_SIR,SSI - Abdominal Hysterectomy,0.751,,10/01/2023,09/30/2024
RI,HAI_5_CILOWER,MRSA Bacteremia: Lower Confidence Limit,0.387,,10/01/2023,09/30/2024
RI,HAI_5_CIUPPER,MRSA Bacteremia: Upper Confidence Limit,0.897,,10/01/2023,09/30/2024
RI,HAI_5_SIR,MRSA Bacteremia,0.602,,10/01/2023,09/30/2024
RI,HAI_6_CILOWER,Clostridium Difficile (C.Diff): Lower Confidence Limit,0.246,,10/01/2023,09/30/2024
RI,HAI_6_CIUPPER,Clostridium Difficile (C.Diff): Upper Confidence Limit,0.395,,10/01/2023,09/30/2024
RI,HAI_6_SIR,Clostridium Difficile (C.Diff),0.314,,10/01/2023,09/30/2024
SC,HAI_1_CILOWER,Central Line Associated Bloodstream Infection (ICU + select Wards): Lower Confidence Limit,0.468,,10/01/2023,09/30/2024
SC,HAI_1_CIUPPER,Central Line Associated Bloodstream Infection (ICU + select Wards): Upper Confidence Limit,0.646,,10/01/2023,09/30/2024
SC,HAI_1_SIR,Central Line Associated Bloodstream Infection (ICU + select Wards),0.552,,10/01/2023,09/30/2024
SC,HAI_2_CILOWER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Lower Confidence Limit,0.481,,10/01/2023,09/30/2024
SC,HAI_2_CIUPPER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Upper Confidence Limit,0.648,,10/01/2023,09/30/2024
SC,HAI_2_SIR,Catheter Associated Urinary Tract Infections (ICU + select Wards),0.560,,10/01/2023,09/30/2024
SC,HAI_3_CILOWER,SSI - Colon Surgery: Lower Confidence Limit,0.621,,10/01/2023,09/30/2024
SC,HAI_3_CIUPPER,SSI - Colon Surgery: Upper Confidence Limit,0.887,,10/01/2023,09/30/2024
SC,HAI_3_SIR,SSI - Colon Surgery,0.745,,10/01/2023,09/30/2024
SC,HAI_4_CILOWER,SSI - Abdominal Hysterectomy: Lower Confidence Limit,0.809,,10/01/2023,09/30/2024
SC,HAI_4_CIUPPER,SSI - Abdominal Hysterectomy: Upper Confidence Limit,1.435,,10/01/2023,09/30/2024
SC,HAI_4_SIR,SSI - Abdominal Hysterectomy,1.088,,10/01/2023,09/30/2024
SC,HAI_5_CILOWER,MRSA Bacteremia: Lower Confidence Limit,0.594,,10/01/2023,09/30/2024
SC,HAI_5_CIUPPER,MRSA Bacteremia: Upper Confidence Limit,0.826,,10/01/2023,09/30/2024
SC,HAI_5_SIR,MRSA Bacteremia,0.703,,10/01/2023,09/30/2024
SC,HAI_6_CILOWER,Clostridium Difficile (C.Diff): Lower Confidence Limit,0.326,,10/01/2023,09/30/2024
SC,HAI_6_CIUPPER,Clostridium Difficile (C.Diff): Upper Confidence Limit,0.392,,10/01/2023,09/30/2024
SC,HAI_6_SIR,Clostridium Difficile (C.Diff),0.358,,10/01/2023,09/30/2024
SD,HAI_1_CILOWER,Central Line Associated Bloodstream Infection (ICU + select Wards): Lower Confidence Limit,0.321,,10/01/2023,09/30/2024
SD,HAI_1_CIUPPER,Central Line Associated Bloodstream Infection (ICU + select Wards): Upper Confidence Limit,0.793,,10/01/2023,09/30/2024
SD,HAI_1_SIR,Central Line Associated Bloodstream Infection (ICU + select Wards),0.517,,10/01/2023,09/30/2024
SD,HAI_2_CILOWER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Lower Confidence Limit,0.720,,10/01/2023,09/30/2024
SD,HAI_2_CIUPPER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Upper Confidence Limit,1.249,,10/01/2023,09/30/2024
SD,HAI_2_SIR,Catheter Associated Urinary Tract Infections (ICU + select Wards),0.957,,10/01/2023,09/30/2024
SD,HAI_3_CILOWER,SSI - Colon Surgery: Lower Confidence Limit,0.609,,10/01/2023,09/30/2024
SD,HAI_3_CIUPPER,SSI - Colon Surgery: Upper Confidence Limit,1.281,,10/01/2023,09/30/2024
SD,HAI_3_SIR,SSI - Colon Surgery,0.899,,10/01/2023,09/30/2024
SD,HAI_4_CILOWER,SSI - Abdominal Hysterectomy: Lower Confidence Limit,0.647,,10/01/2023,09/30/2024
SD,HAI_4_CIUPPER,SSI - Abdominal Hysterectomy: Upper Confidence Limit,2.140,,10/01/2023,09/30/2024
SD,HAI_4_SIR,SSI - Abdominal Hysterectomy,1.231,,10/01/2023,09/30/2024
SD,HAI_5_CILOWER,MRSA Bacteremia: Lower Confidence Limit,0.275,,10/01/2023,09/30/2024
SD,HAI_5_CIUPPER,MRSA Bacteremia: Upper Confidence Limit,0.738,,10/01/2023,09/30/2024
SD,HAI_5_SIR,MRSA Bacteremia,0.465,,10/01/2023,09/30/2024
SD,HAI_6_CILOWER,Clostridium Difficile (C.Diff): Lower Confidence Limit,0.447,,10/01/2023,09/30/2024
SD,HAI_6_CIUPPER,Clostridium Difficile (C.Diff): Upper Confidence Limit,0.635,,10/01/2023,09/30/2024
SD,HAI_6_SIR,Clostridium Difficile (C.Diff),0.535,,10/01/2023,09/30/2024
TN,HAI_1_CILOWER,Central Line Associated Bloodstream Infection (ICU + select Wards): Lower Confidence Limit,0.501,,10/01/2023,09/30/2024
TN,HAI_1_CIUPPER,Central Line Associated Bloodstream Infection (ICU + select Wards): Upper Confidence Limit,0.639,,10/01/2023,09/30/2024
TN,HAI_1_SIR,Central Line Associated Bloodstream Infection (ICU + select Wards),0.567,,10/01/2023,09/30/2024
TN,HAI_2_CILOWER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Lower Confidence Limit,0.375,,10/01/2023,09/30/2024
TN,HAI_2_CIUPPER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Upper Confidence Limit,0.487,,10/01/2023,09/30/2024
TN,HAI_2_SIR,Catheter Associated Urinary Tract Infections (ICU + select Wards),0.428,,10/01/2023,09/30/2024
TN,HAI_3_CILOWER,SSI - Colon Surgery: Lower Confidence Limit,0.593,,10/01/2023,09/30/2024
TN,HAI_3_CIUPPER,SSI - Colon Surgery: Upper Confidence Limit,0.815,,10/01/2023,09/30/2024
TN,HAI_3_SIR,SSI - Colon Surgery,0.697,,10/01/2023,09/30/2024
TN,HAI_4_CILOWER,SSI - Abdominal Hysterectomy: Lower Confidence Limit,0.803,,10/01/2023,09/30/2024
TN,HAI_4_CIUPPER,SSI - Abdominal Hysterectomy: Upper Confidence Limit,1.443,,10/01/2023,09/30/2024
TN,HAI_4_SIR,SSI - Abdominal Hysterectomy,1.088,,10/01/2023,09/30/2024
TN,HAI_5_CILOWER,MRSA Bacteremia: Lower Confidence Limit,0.885,,10/01/2023,09/30/2024
TN,HAI_5_CIUPPER,MRSA Bacteremia: Upper Confidence Limit,1.119,,10/01/2023,09/30/2024
TN,HAI_5_SIR,MRSA Bacteremia,0.997,,10/01/2023,09/30/2024
TN,HAI_6_CILOWER,Clostridium Difficile (C.Diff): Lower Confidence Limit,0.243,,10/01/2023,09/30/2024
TN,HAI_6_CIUPPER,Clostridium Difficile (C.Diff): Upper Confidence Limit,0.292,,10/01/2023,09/30/2024
TN,HAI_6_SIR,Clostridium Difficile (C.Diff),0.267,,10/01/2023,09/30/2024
TX,HAI_1_CILOWER,Central Line Associated Bloodstream Infection (ICU + select Wards): Lower Confidence Limit,0.573,,10/01/2023,09/30/2024
TX,HAI_1_CIUPPER,Central Line Associated Bloodstream Infection (ICU + select Wards): Upper Confidence Limit,0.653,,10/01/2023,09/30/2024
TX,HAI_1_SIR,Central Line Associated Bloodstream Infection (ICU + select Wards),0.612,,10/01/2023,09/30/2024
TX,HAI_2_CILOWER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Lower Confidence Limit,0.388,,10/01/2023,09/30/2024
TX,HAI_2_CIUPPER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Upper Confidence Limit,0.452,,10/01/2023,09/30/2024
TX,HAI_2_SIR,Catheter Associated Urinary Tract Infections (ICU + select Wards),0.419,,10/01/2023,09/30/2024
TX,HAI_3_CILOWER,SSI - Colon Surgery: Lower Confidence Limit,0.673,,10/01/2023,09/30/2024
TX,HAI_3_CIUPPER,SSI - Colon Surgery: Upper Confidence Limit,0.794,,10/01/2023,09/30/2024
TX,HAI_3_SIR,SSI - Colon Surgery,0.732,,10/01/2023,09/30/2024
TX,HAI_4_CILOWER,SSI - Abdominal Hysterectomy: Lower Confidence Limit,0.844,,10/01/2023,09/30/2024
TX,HAI_4_CIUPPER,SSI - Abdominal Hysterectomy: Upper Confidence Limit,1.103,,10/01/2023,09/30/2024
TX,HAI_4_SIR,SSI - Abdominal Hysterectomy,0.967,,10/01/2023,09/30/2024
TX,HAI_5_CILOWER,MRSA Bacteremia: Lower Confidence Limit,0.576,,10/01/2023,09/30/2024
TX,HAI_5_CIUPPER,MRSA Bacteremia: Upper Confidence Limit,0.682,,10/01/2023,09/30/2024
TX,HAI_5_SIR,MRSA Bacteremia,0.628,,10/01/2023,09/30/2024
TX,HAI_6_CILOWER,Clostridium Difficile (C.Diff): Lower Confidence Limit,0.270,,10/01/2023,09/30/2024
TX,HAI_6_CIUPPER,Clostridium Difficile (C.Diff): Upper Confidence Limit,0.296,,10/01/2023,09/30/2024
TX,HAI_6_SIR,Clostridium Difficile (C.Diff),0.283,,10/01/2023,09/30/2024
UT,HAI_1_CILOWER,Central Line Associated Bloodstream Infection (ICU + select Wards): Lower Confidence Limit,0.401,,10/01/2023,09/30/2024
UT,HAI_1_CIUPPER,Central Line Associated Bloodstream Infection (ICU + select Wards): Upper Confidence Limit,0.656,,10/01/2023,09/30/2024
UT,HAI_1_SIR,Central Line Associated Bloodstream Infection (ICU + select Wards),0.517,,10/01/2023,09/30/2024
UT,HAI_2_CILOWER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Lower Confidence Limit,0.380,,10/01/2023,09/30/2024
UT,HAI_2_CIUPPER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Upper Confidence Limit,0.618,,10/01/2023,09/30/2024
UT,HAI_2_SIR,Catheter Associated Urinary Tract Infections (ICU + select Wards),0.488,,10/01/2023,09/30/2024
UT,HAI_3_CILOWER,SSI - Colon Surgery: Lower Confidence Limit,0.613,,10/01/2023,09/30/2024
UT,HAI_3_CIUPPER,SSI - Colon Surgery: Upper Confidence Limit,1.022,,10/01/2023,09/30/2024
UT,HAI_3_SIR,SSI - Colon Surgery,0.798,,10/01/2023,09/30/2024
UT,HAI_4_CILOWER,SSI - Abdominal Hysterectomy: Lower Confidence Limit,0.219,,10/01/2023,09/30/2024
UT,HAI_4_CIUPPER,SSI - Abdominal Hysterectomy: Upper Confidence Limit,0.824,,10/01/2023,09/30/2024
UT,HAI_4_SIR,SSI - Abdominal Hysterectomy,0.449,,10/01/2023,09/30/2024
UT,HAI_5_CILOWER,MRSA Bacteremia: Lower Confidence Limit,0.326,,10/01/2023,09/30/2024
UT,HAI_5_CIUPPER,MRSA Bacteremia: Upper Confidence Limit,0.686,,10/01/2023,09/30/2024
UT,HAI_5_SIR,MRSA Bacteremia,0.481,,10/01/2023,09/30/2024
UT,HAI_6_CILOWER,Clostridium Difficile (C.Diff): Lower Confidence Limit,0.360,,10/01/2023,09/30/2024
UT,HAI_6_CIUPPER,Clostridium Difficile (C.Diff): Upper Confidence Limit,0.467,,10/01/2023,09/30/2024
UT,HAI_6_SIR,Clostridium Difficile (C.Diff),0.411,,10/01/2023,09/30/2024
VA,HAI_1_CILOWER,Central Line Associated Bloodstream Infection (ICU + select Wards): Lower Confidence Limit,0.592,,10/01/2023,09/30/2024
VA,HAI_1_CIUPPER,Central Line Associated Bloodstream Infection (ICU + select Wards): Upper Confidence Limit,0.755,,10/01/2023,09/30/2024
VA,HAI_1_SIR,Central Line Associated Bloodstream Infection (ICU + select Wards),0.670,,10/01/2023,09/30/2024
VA,HAI_2_CILOWER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Lower Confidence Limit,0.422,,10/01/2023,09/30/2024
VA,HAI_2_CIUPPER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Upper Confidence Limit,0.556,,10/01/2023,09/30/2024
VA,HAI_2_SIR,Catheter Associated Urinary Tract Infections (ICU + select Wards),0.485,,10/01/2023,09/30/2024
VA,HAI_3_CILOWER,SSI - Colon Surgery: Lower Confidence Limit,0.674,,10/01/2023,09/30/2024
VA,HAI_3_CIUPPER,SSI - Colon Surgery: Upper Confidence Limit,0.904,,10/01/2023,09/30/2024
VA,HAI_3_SIR,SSI - Colon Surgery,0.782,,10/01/2023,09/30/2024
VA,HAI_4_CILOWER,SSI - Abdominal Hysterectomy: Lower Confidence Limit,0.826,,10/01/2023,09/30/2024
VA,HAI_4_CIUPPER,SSI - Abdominal Hysterectomy: Upper Confidence Limit,1.360,,10/01/2023,09/30/2024
VA,HAI_4_SIR,SSI - Abdominal Hysterectomy,1.068,,10/01/2023,09/30/2024
VA,HAI_5_CILOWER,MRSA Bacteremia: Lower Confidence Limit,0.601,,10/01/2023,09/30/2024
VA,HAI_5_CIUPPER,MRSA Bacteremia: Upper Confidence Limit,0.807,,10/01/2023,09/30/2024
VA,HAI_5_SIR,MRSA Bacteremia,0.698,,10/01/2023,09/30/2024
VA,HAI_6_CILOWER,Clostridium Difficile (C.Diff): Lower Confidence Limit,0.267,,10/01/2023,09/30/2024
VA,HAI_6_CIUPPER,Clostridium Difficile (C.Diff): Upper Confidence Limit,0.315,,10/01/2023,09/30/2024
VA,HAI_6_SIR,Clostridium Difficile (C.Diff),0.290,,10/01/2023,09/30/2024
VI,HAI_1_CILOWER,Central Line Associated Bloodstream Infection (ICU + select Wards): Lower Confidence Limit,Not Available,5,10/01/2023,09/30/2024
VI,HAI_1_CIUPPER,Central Line Associated Bloodstream Infection (ICU + select Wards): Upper Confidence Limit,Not Available,5,10/01/2023,09/30/2024
VI,HAI_1_SIR,Central Line Associated Bloodstream Infection (ICU + select Wards),Not Available,5,10/01/2023,09/30/2024
VI,HAI_2_CILOWER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Lower Confidence Limit,Not Available,5,10/01/2023,09/30/2024
VI,HAI_2_CIUPPER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Upper Confidence Limit,Not Available,5,10/01/2023,09/30/2024
VI,HAI_2_SIR,Catheter Associated Urinary Tract Infections (ICU + select Wards),Not Available,5,10/01/2023,09/30/2024
VI,HAI_3_CILOWER,SSI - Colon Surgery: Lower Confidence Limit,Not Available,5,10/01/2023,09/30/2024
VI,HAI_3_CIUPPER,SSI - Colon Surgery: Upper Confidence Limit,Not Available,5,10/01/2023,09/30/2024
VI,HAI_3_SIR,SSI - Colon Surgery,Not Available,5,10/01/2023,09/30/2024
VI,HAI_4_CILOWER,SSI - Abdominal Hysterectomy: Lower Confidence Limit,Not Available,5,10/01/2023,09/30/2024
VI,HAI_4_CIUPPER,SSI - Abdominal Hysterectomy: Upper Confidence Limit,Not Available,5,10/01/2023,09/30/2024
VI,HAI_4_SIR,SSI - Abdominal Hysterectomy,Not Available,5,10/01/2023,09/30/2024
VI,HAI_5_CILOWER,MRSA Bacteremia: Lower Confidence Limit,Not Available,5,10/01/2023,09/30/2024
VI,HAI_5_CIUPPER,MRSA Bacteremia: Upper Confidence Limit,Not Available,5,10/01/2023,09/30/2024
VI,HAI_5_SIR,MRSA Bacteremia,Not Available,5,10/01/2023,09/30/2024
VI,HAI_6_CILOWER,Clostridium Difficile (C.Diff): Lower Confidence Limit,Not Available,5,10/01/2023,09/30/2024
VI,HAI_6_CIUPPER,Clostridium Difficile (C.Diff): Upper Confidence Limit,Not Available,5,10/01/2023,09/30/2024
VI,HAI_6_SIR,Clostridium Difficile (C.Diff),Not Available,5,10/01/2023,09/30/2024
VT,HAI_1_CILOWER,Central Line Associated Bloodstream Infection (ICU + select Wards): Lower Confidence Limit,0.499,,10/01/2023,09/30/2024
VT,HAI_1_CIUPPER,Central Line Associated Bloodstream Infection (ICU + select Wards): Upper Confidence Limit,1.205,,10/01/2023,09/30/2024
VT,HAI_1_SIR,Central Line Associated Bloodstream Infection (ICU + select Wards),0.795,,10/01/2023,09/30/2024
VT,HAI_2_CILOWER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Lower Confidence Limit,0.646,,10/01/2023,09/30/2024
VT,HAI_2_CIUPPER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Upper Confidence Limit,1.257,,10/01/2023,09/30/2024
VT,HAI_2_SIR,Catheter Associated Urinary Tract Infections (ICU + select Wards),0.914,,10/01/2023,09/30/2024
VT,HAI_3_CILOWER,SSI - Colon Surgery: Lower Confidence Limit,1.071,,10/01/2023,09/30/2024
VT,HAI_3_CIUPPER,SSI - Colon Surgery: Upper Confidence Limit,2.531,,10/01/2023,09/30/2024
VT,HAI_3_SIR,SSI - Colon Surgery,1.684,,10/01/2023,09/30/2024
VT,HAI_4_CILOWER,SSI - Abdominal Hysterectomy: Lower Confidence Limit,0.300,,10/01/2023,09/30/2024
VT,HAI_4_CIUPPER,SSI - Abdominal Hysterectomy: Upper Confidence Limit,3.211,,10/01/2023,09/30/2024
VT,HAI_4_SIR,SSI - Abdominal Hysterectomy,1.180,,10/01/2023,09/30/2024
VT,HAI_5_CILOWER,MRSA Bacteremia: Lower Confidence Limit,0.386,,10/01/2023,09/30/2024
VT,HAI_5_CIUPPER,MRSA Bacteremia: Upper Confidence Limit,1.156,,10/01/2023,09/30/2024
VT,HAI_5_SIR,MRSA Bacteremia,0.693,,10/01/2023,09/30/2024
VT,HAI_6_CILOWER,Clostridium Difficile (C.Diff): Lower Confidence Limit,0.600,,10/01/2023,09/30/2024
VT,HAI_6_CIUPPER,Clostridium Difficile (C.Diff): Upper Confidence Limit,0.880,,10/01/2023,09/30/2024
VT,HAI_6_SIR,Clostridium Difficile (C.Diff),0.730,,10/01/2023,09/30/2024
WA,HAI_1_CILOWER,Central Line Associated Bloodstream Infection (ICU + select Wards): Lower Confidence Limit,0.586,,10/01/2023,09/30/2024
WA,HAI_1_CIUPPER,Central Line Associated Bloodstream Infection (ICU + select Wards): Upper Confidence Limit,0.752,,10/01/2023,09/30/2024
