"Facility ID","Facility Name","Address","City/Town","State","ZIP Code","County/Parish","Telephone Number","Patients who reported that staff definitely gave care in a professional way and the facility was clean","Patients who reported that staff somewhat gave care in a professional way or the facility was somewhat clean","Patients who reported that staff did not give care in a professional way or the facility was not clean","Facilities and staff linear mean score","Patients who reported that staff definitely communicated about what to expect during and after the procedure","Patients who reported that staff somewhat communicated about what to expect during and after the procedure","Patients who reported that staff did not communicate about what to expect during and after the procedure","Communication about your procedure linear mean score","Patients who gave the facility a rating of 9 or 10 on a scale from 0 (lowest) to 10 (highest)","Patients who gave the facility a rating of 7 or 8 on a scale from 0 (lowest) to 10 (highest)","Patients who gave the facility a rating of 0 to 6 on a scale from 0 (lowest) to 10 (highest)","Patients' rating of the facility linear mean score","Patients who reported YES they would DEFINITELY recommend the facility to family or friends","Patients who reported PROBABLY YES they would recommend the facility to family or friends","Patients who reported NO, they would not recommend the facility to family or friends","Patients recommending the facility linear mean score","Footnote","Number of Sampled Patients","Number of Completed Surveys","Survey Response Rate Percent","Start Date","End Date"
21C0001043,KAISER FOUNDATION HEALTH PLAN OF THE MID-ATLANTIC STATES INC.,10810 CONNECTICUT AVE,KENSINGTON,MD,20895,,(301) 816-7284,98,2,0,99,94,5,1,97,91,8,1,96,86,10,4,93,,2084,783,38,10/01/2023,09/30/2024
21C0001063,CLINICAL ASSOCIATES PA DBA CLINICAL ASSOCIATES ASC,515 FAIRMOUNT AVE SUITE 100A,TOWSON,MD,21286,,(410) 494-1315,94,4,2,96,88,10,2,93,79,18,3,92,76,21,3,90,3,792,45,6,10/01/2023,09/30/2024
21C0001065,THE MARYLAND CENTER FOR DIGESTIVE HEALTH LLC,"820 BESTGATE RD, 1A",ANNAPOLIS,MD,21401,,(410) 224-2116,,,,,,,,,,,,,,,,,4,,,,,
21C0001082,SUMMIT AMBULATORY SURGICAL CENTER LLC,12435 PARK POTOMAC AVENUE SUITE 410,ROCKVILLE,MD,20854,,(301) 309-82,97,3,0,99,90,8,2,94,89,8,3,94,83,15,2,93,,1264,275,22,10/01/2023,09/30/2024
21C0001142,COLUMBIA UROLOGICAL SURGICAL CENTER LLC,"10710 CHARTER DR, STE 140",COLUMBIA,MD,21044,,(410) 772-7019,96,4,0,98,89,9,2,94,81,14,5,92,76,20,4,90,,1141,269,24,10/01/2023,09/30/2024
21C0001145,JOHNS HOPKINS SURGERY CENTER SERIES DBA LUTHERVILLE SURGERY CENTER,10755 FALLS ROAD SUITE 110 B,LUTHERVILLE,MD,21093,,(000) 000-0000,97,3,0,98,94,5,1,97,93,5,2,97,90,7,3,96,,1327,491,37,10/01/2023,09/30/2024
21C0001152,SUMMIT AMBULATORY SURGICAL CENTER LLC,"6820 HOSPITAL DR., # 200",BALTIMORE,MD,21237,,(410) 391-6131,98,1,1,99,91,7,2,95,87,10,3,94,84,12,4,92,,1359,294,22,10/01/2023,09/30/2024
21C0001161,DULANEY EYE INSTITUTE,901 DULANEY VALLEY RD SUITE 220,TOWSON,MD,21204,,(410) 583-1000,,,,,,,,,,,,,,,,,4,,,,,
21C0001168,SUMMIT AMBULATORY SURGICAL CENTER LLC,"3407 WILKENS AVE., # 200",BALTIMORE,MD,21229,,(410) 644-0929,96,4,0,98,91,7,2,94,86,12,2,93,79,20,1,92,,998,246,25,10/01/2023,09/30/2024
21C0001190,SUMMIT AMBULATORY SURGICAL CENTER LLC,"21 CROSSROADS DR., # 450",OWINGS MILLS,MD,21117,,(410) 581-8140,96,3,1,97,92,7,1,95,88,10,2,95,80,17,3,91,,1203,271,23,10/01/2023,09/30/2024
21C0001247,SUMMIT AMBULATORY SURGICAL CENTER LLC,"6535 N. CHARLES ST., # 625",BALTIMORE,MD,21204,,(410) 825-5454,95,5,0,97,90,9,1,95,86,12,2,94,82,16,2,93,,1388,334,24,10/01/2023,09/30/2024
21C0001281,SURGERY CENTER OF CHEVY CHASE,"5530 WISCONSIN AVE, SUITE 1620",CHEVY CHASE,MD,20815,,(301) 718-9800,94,5,1,97,89,10,1,94,82,14,4,92,79,17,4,91,,929,220,24,10/01/2023,09/30/2024
21C0001297,SUMMIT AMBULATORY SURGICAL CENTER LLC,"3333 N. CALVERT ST., # 600",BALTIMORE,MD,21218,,(410) 467-7665,95,5,0,98,96,3,1,97,83,15,2,94,80,18,2,92,3,445,83,19,10/01/2023,09/30/2024
21C0001342,HOWARD COUNTY GASTROINTESTINAL DIAGNOSTIC CTR LLC,"10710 CHARTER DR, STE. 120",COLUMBIA,MD,21044,,(410) 772-7345,,,,,,,,,,,,,,,,,4,,,,,
21C0001351,JOHNS HOPKINS SCS,6420 ROCKLEDGE DR SUITE 2100,BETHESDA,MD,20817,,(443) 442-2700,98,2,0,99,94,5,1,97,90,8,2,96,88,10,2,95,,1492,468,31,10/01/2023,09/30/2024
21C0001362,SUMMIT AMBULATORY SURGICAL CENTER LLC,"18109 PRICE PHILIP DR., # 270",SILVER SPRING,MD,20906,,(301) 774-2525,96,3,1,98,88,9,3,93,80,16,4,91,76,20,4,89,,1319,219,17,10/01/2023,09/30/2024
21C0001399,CAPITOL SURGICAL CENTER LLC,6410 ROCKLEDGE DR. STE. 110,BETHESDA,MD,20817,,(301) 530-7303,,,,,,,,,,,,,,,,,4,,,,,
21C0001416,SNOWDEN RIVER SURGERY CENTER LLC,6011 UNIVERSITY BLVD SUITE 190,ELLICOTT CITY,MD,21043,,(410) 461-0960,,,,,,,,,,,,,,,,,4,,,,,
21C0001421,SUMMIT AMBULATORY SURGICAL CENTER LLC,1111 MT HERMON ROAD,SALISBURY,MD,21804,,(000) 000-0000,98,2,0,99,93,5,2,95,90,8,2,95,86,13,1,95,,1153,377,33,10/01/2023,09/30/2024
21C0001445,SUMMIT AMBULATORY SURGICAL CENTER LLC,"21 CROSSROADS DR., # 220",OWINGS MILLS,MD,21117,,(410) 581-1600,97,2,1,98,89,10,1,94,88,11,1,96,87,11,2,95,,630,114,18,10/01/2023,09/30/2024
21C0001449,RIVA ROAD SURGICAL CENTER LLC,2635 RIVA RD STE. 118,ANNAPOLIS,MD,21401,,(410) 571-9595,98,1,1,99,92,7,1,96,91,7,2,96,88,10,2,95,,1071,376,35,10/01/2023,09/30/2024
21C0001451,JOHNS HOPKINS SURGERY CENTERS SERIES DBA WHITE MARSH SURGERY CENTER SERIES,4924 CAMPBELL BLVD SUITE 250,NOTTINGHAM,MD,21236,,(443) 442-2700,99,1,0,99,96,3,1,97,92,7,1,96,89,8,3,95,,1966,549,28,10/01/2023,09/30/2024
21C0001461,SUMMIT AMBULATORY SURGICAL CENTER LLC,"826 WASHINGTON RD., # 215",WESTMINSTER,MD,21157,,(410) 876-1633,97,3,0,98,94,5,1,96,90,10,0,96,88,11,1,95,,1114,316,28,10/01/2023,09/30/2024
21C0001466,UPPER BAY SURGERY CENTER LLC,360 EAST PULASKI HWY SUITE 2A,ELKTON,MD,21921,,(410) 620-3348,99,1,0,99,91,6,3,94,89,9,2,95,90,9,1,96,,889,243,27,10/01/2023,09/30/2024
21C0001476,SURGCENTER OF GLEN BURNIE LLC,308 HOSPITAL DR SUITE 102,GLEN BURNIE,MD,21061,,(410) 760-8100,97,3,0,98,88,9,3,93,87,11,2,94,82,16,2,93,,1067,299,28,10/01/2023,09/30/2024
21C0001477,WESTMINSTER SURGERY CENTER,826 WASHINGTON RD STE 131,WESTMINSTER,MD,21157,,(410) 871-9440,98,2,0,99,94,5,1,97,93,7,0,97,90,9,1,96,,576,209,36,10/01/2023,09/30/2024
21C0001491,MAPLE LAWN SURGERY CENTER,7625 MAPLE LAWN BLVD STE. 110,FULTON,MD,20759,,(301) 490-5025,98,2,0,99,91,7,2,94,92,6,2,96,88,11,1,95,,1064,326,31,10/01/2023,09/30/2024
21C0001494,SURGCENTER OF SOUTHERN MARYLAND,9001 WOODYARD RD SUITE B,CLINTON,MD,20735,,(301) 868-4950,,,,,,,,,,,,,,,,,4,,,,,
21C0001496,SUMMIT AMBULATORY SURGICAL CENTER LLC,"201 PLUMTREE RD.,  # 200",BEL AIR,MD,21015,,(410) 803-0089,97,3,0,98,92,6,2,95,87,10,3,95,84,14,2,93,,1013,252,25,10/01/2023,09/30/2024
21C0001498,TIMONIUM SURGERY CENTER LLC,"1954 GREENSPRING DR, LL18",TIMONIUM,MD,21093,,(410) 560-3301,95,5,0,97,91,6,3,94,88,10,2,94,86,13,1,95,,548,164,30,10/01/2023,09/30/2024
21C0001502,PRINCE FREDERICK SURGERY CENTER LLC,70 SHERRY LANE SUITE 101,PRINCE FREDERICK,MD,20678,,(443) 486-4230,98,2,0,99,93,6,1,96,88,10,2,95,86,13,1,95,,928,280,30,10/01/2023,09/30/2024
21C0001508,PICCARD SURGERY CENTER LLC,1330 PICCARD DR STE 102,ROCKVILLE,MD,20850,,(301) 208-7350,97,3,0,99,89,9,2,94,87,11,2,95,85,14,1,94,,885,246,28,10/01/2023,09/30/2024
21C0001511,DEER POINTE SURGICAL CENTER LLC,6503 DEER POINTE DR SUITE A,SALISBURY,MD,21804,,(410) 341-9002,,,,,,,,,,,,,,,,,4,,,,,
21C0001514,BETHESDA CHEVY CHASE SURGERY CENTER LLC DBA BETHESDA CHEVY CHASE SURGERY CENTER,6931 ARLINGTON RD SUITE E,BETHESDA,MD,20814,,(301) 968-3184,93,6,1,96,89,9,2,94,75,20,5,92,76,21,3,91,,996,290,29,10/01/2023,09/30/2024
21C0001524,LEONARDTOWN SURGERY CENTER LLC,"40900 MERCHANTS LANE, SUITE 200",LEONARDTOWN,MD,20650,,(301) 690-2203,98,2,0,99,94,6,0,97,91,8,1,96,87,11,2,94,,747,224,30,10/01/2023,09/30/2024
21C0001525,HAGERSTOWN SURGERY CENTER LLC,11236 ROBINWOOD DR SUITE 201,HAGERSTOWN,MD,21742,,(240) 347-4836,98,2,0,99,92,6,2,95,89,9,2,95,87,12,1,95,,884,282,32,10/01/2023,09/30/2024
21C0001531,SURGCENTER OF SILVER SPRING LLC,8710 CAMERON ST STE 100,SILVER SPRING,MD,20910,,(301) 326-2921,97,3,0,98,90,9,1,95,80,17,3,93,73,23,4,89,,687,130,19,10/01/2023,09/30/2024
21C0001538,ADVANCED SURGERY CENTER OF BETHESDA LLC,6430 ROCKLEDGE DR SUITE 160,BETHESDA,MD,20817,,(301) 312-6144,95,4,1,97,85,13,2,92,70,18,12,88,53,37,10,81,3,132,27,20,10/01/2023,09/30/2024
21C0001539,GAITHERSBURG AMBULATORY SURGERY CENTER,655 WATKINS MILL RD,GAITHERSBURG,MD,20879,,(301) 816-6812,98,2,0,99,95,4,1,97,91,8,1,96,89,9,2,95,,2435,822,34,10/01/2023,09/30/2024
21C0001551,MONOCACY SURGERY CENTER LLC,4991 NEW DESIGN RD SUITE 103,FREDERICK,MD,21703,,(301) 363-5858,98,2,0,99,94,5,1,97,91,9,0,96,88,11,1,96,,834,240,29,10/01/2023,09/30/2024
21C0001556,KAISER FOUNDATION HEALTH PLAN OF THE MID-ATLANTIC STATES INC,1221 MERCANTILE LANE,LARGO,MD,20774,,(301) 618-5500,98,2,0,99,96,3,1,97,90,9,1,96,85,11,4,93,,2705,828,31,10/01/2023,09/30/2024
21C0001560,KAISER FDN HEALTH PLAN OF THE MID ATLANTIC STATES DBA SOUTH BALTIMORE COUNTY ASC,1701 TWIN SPRINGS ROAD,HALETHORPE,MD,21227,,(301) 816-2424,97,3,0,99,95,4,1,97,92,8,0,97,86,11,3,94,,2338,678,29,10/01/2023,09/30/2024
21C0001562,SURGICAL SPECIALTY CENTER OF MID ATLANTIC LLC,6430 ROCKLEDGE DR. SUITE 110,BETHESDA,MD,20817,,(240) 630-8241,94,5,1,97,90,8,2,94,83,12,5,92,80,15,5,91,,1008,297,29,10/01/2023,09/30/2024
21C0001566,POTOMAC VIEW SURGERY CENTER LLC,6710 OXON HILL RD SUITE 150,OXON HILL,MD,20745,,(240) 766-2734,91,7,2,95,87,10,3,92,80,14,6,90,67,28,5,86,2;3,384,71,18,10/01/2023,09/30/2024
21C0001568,POINT OF ROCKS SURGERY CENTER LLC,1901 LOCKHOUSE DR,POINT OF ROCKS,MD,21777,,(301) 874-2211,100,0,0,100,93,6,1,96,89,8,3,95,88,12,0,96,3,384,96,25,10/01/2023,09/30/2024
21C0001575,SURGCENTER OF THE POTOMAC LLC,6508 ROCK SPRING DR STE 100,BETHESDA,MD,20817,,(240) 783-0282,96,4,0,98,93,6,1,96,83,15,2,93,81,18,1,93,3,490,92,19,10/01/2023,09/30/2024
21C0001580,SUMMIT AMBULATORY SURGICAL CENTER LLC,"7704 MATAPEAKE BUSINESS DRIVE, # 300",BRANDYWINE,MD,20613,,(301) 645-8838,97,3,0,98,91,7,2,94,88,9,3,94,79,18,3,92,,1039,194,19,10/01/2023,09/30/2024
21C0001581,HARBOR HEIGHTS SURGERY CENTER,6710 OXON HILL RD SUITE 500,OXON HILL,MD,20745,,(240) 493-7533,97,2,1,98,92,6,2,95,82,13,5,92,80,17,3,92,,619,164,26,10/01/2023,09/30/2024
21C0001583,GLEN ECHO SURGERY CENTER,5550 FRIENDSHIP BLVD SUITE 100,CHEVY CHASE,MD,20815,,(240) 534-2972,97,3,0,98,88,10,2,93,82,12,6,92,78,17,5,90,,870,170,20,10/01/2023,09/30/2024
21C0001587,SUMMIT AMBULATORY SURGICAL CENTER LLC,"7580 BUCKINGHAM BLVD, SUITE 100",HANOVER,MD,21076,,(443) 738-8124,97,3,0,98,91,7,2,95,88,10,2,94,83,15,2,93,,1087,226,21,10/01/2023,09/30/2024
21C0001590,DIALYSIS ACCESS SERVICES LLC,1666 SULPHUR SPRINGS RD,BALTIMORE,MD,21227,,(410) 536-5400,98,2,0,99,93,6,1,96,89,10,1,96,84,15,1,94,,682,106,16,10/01/2023,09/30/2024
21C0001591,JOHNS HOPKINS SURGERY CENTERS SERIES DBA KNOLL NORTH SURGERY CENTER,5450 KNOLL NORTH DR STE 301,COLUMBIA,MD,21045,,(443) 546-1750,99,1,0,99,96,3,1,98,93,7,0,97,91,7,2,96,,1956,519,27,10/01/2023,09/30/2024
21C0001594,DIALYSIS ACCESS SERVICES LLC,2405 YORK RD SUITE 100,TIMONIUM,MD,21093,,(410) 536-5400,,,,,,,,,,,,,,,,,4,,,,,
21C0001611,SUMMIT AMBULATORY SURGICAL CENTER,19851 OBSERVATION DRIVE SUITE 455,GERMANTOWN,MD,20876,,(000) 000-0000,96,4,0,98,88,10,2,93,86,11,3,94,84,15,1,94,,1028,190,19,10/01/2023,09/30/2024
21C0001618,JOHNS HOPKINS SURGERY CENTER SERIES,10803 FALLS RD SUITE 3100,LUTHERVILLE,MD,21093,,(443) 442-2700,99,1,0,99,94,5,1,96,94,5,1,97,94,5,1,97,,1632,501,31,10/01/2023,09/30/2024
21C0001620,DELMARVA ENDOSCOPY CENTER LLC,11103 CARTHAGE RD,BERLIN,MD,21811,,(410) 847-7900,,,,,,,,,,,,,,,,,4,,,,,
21C0001632,SUMMIT AMBULATORY SURGICAL CENTER LLC,810 BESTGATE ROAD SUITE 200,ANNAPOLIS,MD,21401,,(000) 000-0000,98,2,0,99,90,8,2,94,91,8,1,96,86,13,1,94,,1060,201,19,10/01/2023,09/30/2024
21C0001636,NSPC SURGERY CENTER OF MARYLAND,6710 OXON HILL ROAD SUITE 550B,OXON HILL,MD,21031,,(000) 000-0000,97,3,0,98,90,7,3,93,84,11,5,93,82,11,7,91,,1469,347,25,10/01/2023,09/30/2024
21C0001650,JOHNS HOPKINS SURGERY CENTERS SERIES,5759 CEDAR LANE,COLUMBIA,MD,21044,,(443) 718-3738,98,2,0,99,94,5,1,97,91,8,1,96,87,9,4,93,,2173,704,32,10/01/2023,09/30/2024
21C0001651,UM SHORE REGIONAL HEALTH SURGERY CENTER AT CAMBRIDGE LLC,713 CAMBRIDGE MARKETPLACE BOULEVARD SUITE 2-200,CAMBRIDGE,MD,21613,,(410) 822-1000,,,,,,,,,,,,,,,,,4,,,,,
21C0001656,KAISER FOUNDATION MID-ATLANTIC STATES DBA KAISER PERMANENTE LUTHERVILLE TIMONIUM ASC,2391 GREENSPRING DRIVE,TIMONIUM,MD,21093,,(301) 816-2424,98,2,0,99,94,5,1,97,94,5,1,97,91,7,2,96,,1570,489,31,10/01/2023,09/30/2024
21C0001663,JOHNS HOPKINS SURGERY CENTER SERIES,10755 FALLS ROAD PAVILION 1 SUITE 480,LUTHERVILLE,MD,21093,,(410) 616-7250,97,2,1,99,94,5,1,97,93,6,1,97,90,9,1,96,,1034,183,18,10/01/2023,09/30/2024
22C0001011,ARC WORCESTER CENTER LP DBA WORCESTER SURGICAL CENTER,300 GROVE ST,WORCESTER,MA,01605,,(508) 754-0700,98,2,0,99,92,6,2,95,87,12,1,95,88,9,3,95,,1086,386,36,10/01/2023,09/30/2024
22C0001023,CATARACT AND LASER CENTER WEST LLC,171 INTERSTATE DR,WEST SPRINGFIELD,MA,01089,,(413) 737-5500,97,3,0,98,91,7,2,95,89,9,2,94,84,14,2,94,,824,344,42,10/01/2023,09/30/2024
22C0001026,SOUTH SHORE ENDOSCOPY CENTER INC,659 WASHINGTON ST. SUITE 2,BRAINTREE,MA,02184,,(781) 952-1446,,,,,,,,,,,,,,,,,4,,,,,
22C0001049,WEYMOUTH ENDOSCOPY LLC,1085 MAIN ST,SOUTH WEYMOUTH,MA,02190,,(781) 331-2922,,,,,,,,,,,,,,,,,4,,,,,
22C0001101,NEW ENGLAND BAPTIST SURGERY CENTER LLC,40 ALLIED DRIVE SUITE 200,DEDHAM,MA,02026,,(781) 809-2050,,,,,,,,,,,,,,,,,4,,,,,
23C0001020,SURGICAL CARE CENTER OF MICHIGAN,750 EAST BELTLINE NE,GRAND RAPIDS,MI,49525,,(616) 588-6520,95,5,0,97,84,12,4,90,89,9,2,95,85,13,2,94,,1592,278,18,10/01/2023,09/30/2024
23C0001031,GENESIS ASC PARTNERS LLC DBA GENESIS SURGERY CENTER,3400 EAST JOLLY RD,LANSING,MI,48910,,(517) 708-3363,98,2,0,99,94,5,1,97,91,8,1,96,88,11,1,95,,1338,503,40,10/01/2023,09/30/2024
23C0001053,EAST PARIS SURGICAL CENTER LLC,1000 EAST PARIS AVE S.E.,GRAND RAPIDS,MI,49546,,(616) 464-3430,98,2,0,99,89,9,2,93,91,8,1,96,89,10,1,96,,1067,264,25,10/01/2023,09/30/2024
23C0001059,DEARBORN SURGERY CENTER LLC DBA DEARBORN SURGERY CENTER,18100 OAKWOOD BLVD SUITE 100,DEARBORN,MI,48124,,(313) 253-2040,,,,,,,,,,,,,,,,,4,,,,,
23C0001068,SHORELINE ASC INC,1266 E. SHERMAN BLVD,MUSKEGON,MI,49444,,(231) 737-4714,,,,,,,,,,,,,,,,,4,,,,,
23C0001073,ANDERSEN EYE SURGERY CENTER LLC,5161 CARDINAL PARK DR,SAGINAW,MI,48604,,(989) 249-6271,,,,,,,,,,,,,,,,,4,,,,,
23C0001074,THE CENTER FOR GASTROINTESTINAL HEALTH AT HEALTH PARK LLC,600 HEALTH PARK BLVD. STE. E,GRAND BLANC,MI,48439,,(810) 603-8224,,,,,,,,,,,,,,,,,4,,,,,
23C0001079,SIXTY FOURTH STREET LLC,2373 64TH ST. SW STE. 2200,BYRON CENTER,MI,49315,,(616) 685-3978,,,,,,,,,,,,,,,,,4,,,,,
23C0001080,WALKER SURGICAL CENTER LLC,3300 WALKER VIEW DR.,WALKER,MI,49544,,(616) 588-6560,98,2,0,99,91,8,1,95,95,4,1,97,88,11,1,96,,1387,272,20,10/01/2023,09/30/2024
23C0001085,TOWNE CENTRE SURGERY CENTER LLC,4599 TOWN CENTER RD.,SAGINAW,MI,48604,,(989) 497-3096,98,2,0,99,91,7,2,95,97,2,1,98,95,4,1,98,,1279,306,24,10/01/2023,09/30/2024
23C0001109,CLARKSTON SURGERY CENTER,5701 BOW POINTE DR,CLARKSTON,MI,48346,,(248) 922-4800,98,2,0,99,92,6,2,95,86,13,1,95,92,7,1,97,,741,263,35,10/01/2023,09/30/2024
23C0001114,SURGICAL INSTITUTE OF MONROE,1051 SOUTH TELEGRAPH RD,MONROE,MI,48161,,(734) 244-5383,98,2,0,99,92,7,1,95,91,8,1,96,86,13,1,95,,1346,512,38,10/01/2023,09/30/2024
23C0001128,RED CEDAR SURGERY CENTER PLLC,5668 OKEMOS RD,HASLETT,MI,48840,,(517) 481-2883,98,2,0,99,92,7,1,96,96,4,0,97,93,7,0,98,,487,242,50,10/01/2023,09/30/2024
23C0001137,GRAND RAPIDS SURGICAL SUITES PLLC,2505 EAST PARIS AVE SUITE 105,GRAND RAPIDS,MI,49546,,(616) 551-3459,97,2,1,98,92,7,1,96,89,9,2,95,83,14,3,93,,674,295,44,10/01/2023,09/30/2024
23C0001139,HEALTH POINTE,15100 WHITTAKER WAY,GRAND HAVEN,MI,49417,,(616) 935-6329,98,2,0,99,94,5,1,97,91,7,2,96,90,8,2,95,,2381,405,17,10/01/2023,09/30/2024
23C0001140,MICHIGAN OUTPATIENT SURGICAL SOLUTIONS,46325 WEST 12 MILE ROAD SUITE 100,NOVI,MI,48377,,(248) 618-2121,99,1,0,99,94,5,1,96,93,7,0,96,88,11,1,95,,996,307,31,10/01/2023,09/30/2024
23C0001144,NORTHERN MICHIGAN SURGICAL SUITES,825 MOLL DRIVE,BOYNE CITY,MI,49712,,(000) 000-0000,98,2,0,99,92,7,1,95,92,7,1,96,92,8,0,97,,867,379,44,10/01/2023,09/30/2024
23C0001145,UPPER PENINSUAL SURGERY CENTER DBA UPPER MICHIGAN SURGERY CENTER,1414 WEST FAIR AVENUE,MARQUETTE,MI,49855,,(000) 000-0000,,,,,,,,,,,,,,,,,4,,,,,
24C0001010,CARRIS HEALTH LLC DBA CENTRACARE WILLMAR SURGERY CENTER,1310 1ST STREET SOUTH,WILLMAR,MN,56201,,(320) 235-6506,99,1,0,99,94,5,1,96,88,10,2,95,84,15,1,94,,2568,759,30,10/01/2023,09/30/2024
24C0001019,LANDMARK SURGERY CENTER,7115 TAMARACK RD SUITE 200,WOODBURY,MN,55125,,(651) 261-1717,99,1,0,99,94,5,1,97,94,5,1,97,93,6,1,97,,1397,484,35,10/01/2023,09/30/2024
24C0001026,LAKEWALK SURGERY CENTER,1420 LONDON RD SUITE 100,DULUTH,MN,55805,,(218) 728-8505,,,,,,,,,,,,,,,,,4,,,,,
24C0001048,TRIA ORTHOPAEDIC CENTER LLC,8100 NORTHLAND DR,BLOOMINGTON,MN,55431,,(952) 806-5321,,,,,,,,,,,,,,,,,4,,,,,
24C0001052,SUMMIT ORTHOPEDICS LTD DBA PLYMOUTH SURGERY CENTER,15700 37TH AVENUE NORTH SUITE 210,PLYMOUTH,MN,55446,,(651) 968-5662,99,1,0,99,94,5,1,96,91,8,1,95,87,12,1,95,,1223,355,29,10/01/2023,09/30/2024
24C0001053,ESSENTIA HEALTH SURGERY CENTERS MINNESOTA DBA ESSENTIA HEALTH SURGERY CENTER GRAND RAPIDS,1542 GOLF COURSE ROAD SUITE 105,GRAND RAPIDS,MN,55744,,(218) 326-3937,95,4,1,97,90,8,2,94,79,17,4,92,78,21,1,92,,1001,258,26,10/01/2023,09/30/2024
24C0001060,CENTRACARE SURGERY CENTER LLC,1900 CENTRACARE CIR,ST CLOUD,MN,56303,,(320) 229-4964,98,2,0,99,94,5,1,97,90,9,1,95,86,13,1,95,,3289,977,30,10/01/2023,09/30/2024
24C0001062,M HEALTH FAIRVIEW,1700 UNIVERSITY AVE WEST,SAINT PAUL,MN,55104,,(612) 672-6989,,,,,,,,,,,,,,,,,4,,,,,
24C0001074,SANFORD HEALTH DETROIT LAKES SAME DAY SURGERY CTR,1245 WASHINGTON AVE,DETROIT LAKES,MN,56501,,(218) 846-2000,99,1,0,99,95,4,1,97,94,5,1,96,91,7,2,96,,1041,372,36,10/01/2023,09/30/2024
24C0001078,VADNAIS HEIGHTS SURGERY CENTER,3580 ARCADE ST,VADNAIS HEIGHTS,MN,55127,,(651) 968-5662,99,1,0,100,93,6,1,96,95,4,1,97,92,7,1,97,,1289,535,42,10/01/2023,09/30/2024
24C0001088,MINNETONKA AMBULATORY SURGERY CENTER LLC,15450 HWY 7 SUITE 200,MINNETONKA,MN,55345,,(763) 581-8950,100,0,0,100,94,6,0,97,95,5,0,97,89,10,1,96,,1168,285,24,10/01/2023,09/30/2024
24C0001089,M HEALTH CLINICS AND SURGERY CENTER,1700 UNIVERSITY AVE WEST,ST. PAUL,MN,55104,,(612) 672-6989,,,,,,,,,,,,,,,,,4,,,,,
24C0001091,EAGAN SURGERY CENTER,2620 EAGAN WOODS DR,EAGAN,MN,55121,,(651) 968-5662,98,2,0,99,93,6,1,96,90,8,2,95,91,7,2,96,,1271,483,38,10/01/2023,09/30/2024
24C0001115,ESSENTIA HEALTH SURGERY CENTERS DULUTH LLC DBA ESSENTIA HEALTH SURGERY CENTER MILLER HILL,1600 MILLER TRUNK HIGHWAY BLDG D SUITE 101,DULUTH,MN,55811,,(218) 606-9200,98,2,0,99,93,6,1,96,91,8,1,95,88,11,1,95,,1978,620,31,10/01/2023,09/30/2024
24C0001118,NORTHERN LAKES SURGERY CENTER LLC,4791 COUNTY ROAD 10,MOOSE LAKE,MN,55767,,(218) 509-2100,,,,,,,,,,,,,,,,,4,,,,,
25C0001028,SOUTHERN SURGERY CENTER,3688 VETERANS MEMORIAL DR SUITE 100,HATTIESBURG,MS,39401,,(601) 554-7533,98,2,0,99,94,5,1,96,93,6,1,97,94,5,1,98,,1626,632,39,10/01/2023,09/30/2024
25C0001046,COLUMBUS ORTHOPAEDIC OUTPATIENT CENTER,640 LEIGH DR,COLUMBUS,MS,39705,,(662) 328-7123,98,2,0,99,91,6,3,94,90,8,2,96,86,13,1,94,2,1118,292,26,10/01/2023,09/30/2024
25C0001058,CENTER FOR DIGESTIVE HEALTH LLC,589 GARFIELD ST,TUPELO,MS,38801,,(662) 377-4173,98,2,0,99,92,6,2,95,91,8,1,96,88,11,1,95,,2140,490,23,10/01/2023,09/30/2024
25C0001069,G I DIAGNOSTIC AND THERAPEUTIC CENTER LLC,"7668 AIRWAYS BLVD, BUILDING # 2",SOUTHAVEN,MS,38671,,(662) 349-6950,95,5,0,98,90,8,2,94,87,12,1,95,88,10,2,95,,1153,262,23,10/01/2023,09/30/2024
25C0001091,UROLOGIC AMBULATORY SURGERY CENTER,3353 NORTH GLOSTER ST,TUPELO,MS,38804,,(662) 432-0753,,,,,,,,,,,,,,,,,4,,,,,
25C0001097,SPECIALTY SURGERY & LASER CENTER,306 BRADLEY ROAD SUITE A,CORINTH,MS,38834,,(000) 000-0000,,,,,,,,,,,,,,,,,4,,,,,
26C0001021,CREEKWOOD SURGERY CENTER LP,211 NORTHEAST 54TH ST SUITE 100,KANSAS CITY,MO,64118,,(816) 988-2553,97,2,1,98,91,7,2,95,90,9,1,95,88,11,1,95,,869,241,28,10/01/2023,09/30/2024
26C0001028,SAINT LUKES GI DIAGNOSTICS LLC,4321 WASHINGTON STE. 5600,KANSAS CITY,MO,64111,,(816) 416-8353,96,3,1,98,90,8,2,94,85,12,3,94,82,15,3,93,,1041,251,24,10/01/2023,09/30/2024
26C0001060,SOUTH COUNTY OUTPATIENT ENDOSCOPY SERVICES LP,5139 MATTIS ROAD SUITE 100,ST LOUIS,MO,63128,,(314) 729-9780,98,2,0,99,92,7,1,95,94,5,1,96,90,8,2,96,,1280,475,37,10/01/2023,09/30/2024
26C0001061,MANCHESTER AMBULATORY SURGERY CENTER LP DBA DES PERES SQUARE SURGERY CENTER,1050 OLD DES PERES RD SUITE 150,SAINT LOUIS,MO,63131,,(314) 775-2264,97,3,0,99,92,6,2,95,90,9,1,95,88,11,1,96,,924,280,30,10/01/2023,09/30/2024
