"Facility ID","Facility Name","Address","City/Town","State","ZIP Code","County/Parish","Telephone Number","Condition","Measure ID","Measure Name","STTag","Score","Sample","Footnote","Start Date","End Date"
43005F,SIOUX FALLS VA MEDICAL CENTER,2501 WEST 22ND STREET,SIOUX FALLS,SD,57117,MINNEHAHA,(605) 336-3230,Sepsis Care,SEP-1,Appropriate care for severe sepsis and septic shock,Percentage,81,37,,10/01/2023,09/30/2024
43005F,SIOUX FALLS VA MEDICAL CENTER,2501 WEST 22ND STREET,SIOUX FALLS,SD,57117,MINNEHAHA,(605) 336-3230,Electronic Clinical Quality Measure,STK-02,Discharged on Antithrombotic Therapy,Percentage,Not Available,Not Available,1,01/01/2023,12/31/2023
43005F,SIOUX FALLS VA MEDICAL CENTER,2501 WEST 22ND STREET,SIOUX FALLS,SD,57117,MINNEHAHA,(605) 336-3230,Electronic Clinical Quality Measure,STK-06,Discharged on Statin Medication,Percentage,Not Available,Not Available,1,01/01/2023,12/31/2023
43005F,SIOUX FALLS VA MEDICAL CENTER,2501 WEST 22ND STREET,SIOUX FALLS,SD,57117,MINNEHAHA,(605) 336-3230,Electronic Clinical Quality Measure,VTE-1,Venous Thromboembolism Prophylaxis,Percentage,64,575,,01/01/2023,12/31/2023
43005F,SIOUX FALLS VA MEDICAL CENTER,2501 WEST 22ND STREET,SIOUX FALLS,SD,57117,MINNEHAHA,(605) 336-3230,Electronic Clinical Quality Measure,VTE-2,Intensive Care Unit Venous Thromboembolism Prophylaxis,Percentage,69,137,,01/01/2023,12/31/2023
44013F,MEMPHIS VA MEDICAL CENTER,1030 JEFFERSON AVENUE,MEMPHIS,TN,38104,SHELBY,(901) 577-7200,Emergency Department,EDV,Emergency department volume,Text,medium,,,01/01/2023,12/31/2023
44013F,MEMPHIS VA MEDICAL CENTER,1030 JEFFERSON AVENUE,MEMPHIS,TN,38104,SHELBY,(901) 577-7200,Healthcare Personnel Vaccination,HCP-COVID-19,Percentage of healthcare personnel who are up to date with COVID-19 vaccinations,Percentage,8.8,2758,,07/01/2024,09/30/2024
44013F,MEMPHIS VA MEDICAL CENTER,1030 JEFFERSON AVENUE,MEMPHIS,TN,38104,SHELBY,(901) 577-7200,Healthcare Personnel Vaccination,IMM-3,Healthcare workers given influenza vaccination,Percentage,81,2783,,10/01/2023,03/31/2024
44013F,MEMPHIS VA MEDICAL CENTER,1030 JEFFERSON AVENUE,MEMPHIS,TN,38104,SHELBY,(901) 577-7200,Emergency Department,OP-18b,Median time from ED arrival to ED departure for discharged ED patients,Minutes,235,78,,10/01/2023,09/30/2024
44013F,MEMPHIS VA MEDICAL CENTER,1030 JEFFERSON AVENUE,MEMPHIS,TN,38104,SHELBY,(901) 577-7200,Emergency Department,OP-18c,Average time patients spent in the emergency department before being sent home,Minutes,294,38,,10/01/2023,09/30/2024
44013F,MEMPHIS VA MEDICAL CENTER,1030 JEFFERSON AVENUE,MEMPHIS,TN,38104,SHELBY,(901) 577-7200,Emergency Department,OP-22,Left before being seen,Percentage,2,23483,,01/01/2023,12/31/2023
44013F,MEMPHIS VA MEDICAL CENTER,1030 JEFFERSON AVENUE,MEMPHIS,TN,38104,SHELBY,(901) 577-7200,Emergency Department,OP-23,Head CT results,Percentage,Not Available,Not Available,1,10/01/2023,09/30/2024
44013F,MEMPHIS VA MEDICAL CENTER,1030 JEFFERSON AVENUE,MEMPHIS,TN,38104,SHELBY,(901) 577-7200,Colonoscopy care,OP-29,Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients,Percentage,91,44,,01/01/2023,12/31/2023
44013F,MEMPHIS VA MEDICAL CENTER,1030 JEFFERSON AVENUE,MEMPHIS,TN,38104,SHELBY,(901) 577-7200,Sepsis Care,SEP-1,Appropriate care for severe sepsis and septic shock,Percentage,61,70,,10/01/2023,09/30/2024
44013F,MEMPHIS VA MEDICAL CENTER,1030 JEFFERSON AVENUE,MEMPHIS,TN,38104,SHELBY,(901) 577-7200,Electronic Clinical Quality Measure,STK-02,Discharged on Antithrombotic Therapy,Percentage,97,60,,01/01/2023,12/31/2023
44013F,MEMPHIS VA MEDICAL CENTER,1030 JEFFERSON AVENUE,MEMPHIS,TN,38104,SHELBY,(901) 577-7200,Electronic Clinical Quality Measure,STK-06,Discharged on Statin Medication,Percentage,97,59,,01/01/2023,12/31/2023
44013F,MEMPHIS VA MEDICAL CENTER,1030 JEFFERSON AVENUE,MEMPHIS,TN,38104,SHELBY,(901) 577-7200,Electronic Clinical Quality Measure,VTE-1,Venous Thromboembolism Prophylaxis,Percentage,76,2274,,01/01/2023,12/31/2023
44013F,MEMPHIS VA MEDICAL CENTER,1030 JEFFERSON AVENUE,MEMPHIS,TN,38104,SHELBY,(901) 577-7200,Electronic Clinical Quality Measure,VTE-2,Intensive Care Unit Venous Thromboembolism Prophylaxis,Percentage,76,817,,01/01/2023,12/31/2023
44016F,MOUNTAIN HOME VA MEDICAL CENTER,CORNER OF LAMONT STREET AND VETERANS WAY,MOUNTAIN HOME,TN,37684,WASHINGTON,(423) 926-1171,Emergency Department,EDV,Emergency department volume,Text,medium,,,01/01/2023,12/31/2023
44016F,MOUNTAIN HOME VA MEDICAL CENTER,CORNER OF LAMONT STREET AND VETERANS WAY,MOUNTAIN HOME,TN,37684,WASHINGTON,(423) 926-1171,Healthcare Personnel Vaccination,HCP-COVID-19,Percentage of healthcare personnel who are up to date with COVID-19 vaccinations,Percentage,9.3,3047,,07/01/2024,09/30/2024
44016F,MOUNTAIN HOME VA MEDICAL CENTER,CORNER OF LAMONT STREET AND VETERANS WAY,MOUNTAIN HOME,TN,37684,WASHINGTON,(423) 926-1171,Healthcare Personnel Vaccination,IMM-3,Healthcare workers given influenza vaccination,Percentage,82,3046,,10/01/2023,03/31/2024
44016F,MOUNTAIN HOME VA MEDICAL CENTER,CORNER OF LAMONT STREET AND VETERANS WAY,MOUNTAIN HOME,TN,37684,WASHINGTON,(423) 926-1171,Emergency Department,OP-18b,Median time from ED arrival to ED departure for discharged ED patients,Minutes,Not Available,Not Available,5,10/01/2023,09/30/2024
44016F,MOUNTAIN HOME VA MEDICAL CENTER,CORNER OF LAMONT STREET AND VETERANS WAY,MOUNTAIN HOME,TN,37684,WASHINGTON,(423) 926-1171,Emergency Department,OP-18c,Average time patients spent in the emergency department before being sent home,Minutes,Not Available,Not Available,5,10/01/2023,09/30/2024
44016F,MOUNTAIN HOME VA MEDICAL CENTER,CORNER OF LAMONT STREET AND VETERANS WAY,MOUNTAIN HOME,TN,37684,WASHINGTON,(423) 926-1171,Emergency Department,OP-22,Left before being seen,Percentage,1,24042,,01/01/2023,12/31/2023
44016F,MOUNTAIN HOME VA MEDICAL CENTER,CORNER OF LAMONT STREET AND VETERANS WAY,MOUNTAIN HOME,TN,37684,WASHINGTON,(423) 926-1171,Emergency Department,OP-23,Head CT results,Percentage,Not Available,Not Available,5,10/01/2023,09/30/2024
44016F,MOUNTAIN HOME VA MEDICAL CENTER,CORNER OF LAMONT STREET AND VETERANS WAY,MOUNTAIN HOME,TN,37684,WASHINGTON,(423) 926-1171,Colonoscopy care,OP-29,Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients,Percentage,78,32,,01/01/2023,12/31/2023
44016F,MOUNTAIN HOME VA MEDICAL CENTER,CORNER OF LAMONT STREET AND VETERANS WAY,MOUNTAIN HOME,TN,37684,WASHINGTON,(423) 926-1171,Sepsis Care,SEP-1,Appropriate care for severe sepsis and septic shock,Percentage,43,74,,10/01/2023,09/30/2024
44016F,MOUNTAIN HOME VA MEDICAL CENTER,CORNER OF LAMONT STREET AND VETERANS WAY,MOUNTAIN HOME,TN,37684,WASHINGTON,(423) 926-1171,Electronic Clinical Quality Measure,STK-02,Discharged on Antithrombotic Therapy,Percentage,97,35,,01/01/2023,12/31/2023
44016F,MOUNTAIN HOME VA MEDICAL CENTER,CORNER OF LAMONT STREET AND VETERANS WAY,MOUNTAIN HOME,TN,37684,WASHINGTON,(423) 926-1171,Electronic Clinical Quality Measure,STK-06,Discharged on Statin Medication,Percentage,91,35,,01/01/2023,12/31/2023
44016F,MOUNTAIN HOME VA MEDICAL CENTER,CORNER OF LAMONT STREET AND VETERANS WAY,MOUNTAIN HOME,TN,37684,WASHINGTON,(423) 926-1171,Electronic Clinical Quality Measure,VTE-1,Venous Thromboembolism Prophylaxis,Percentage,85,2712,,01/01/2023,12/31/2023
44016F,MOUNTAIN HOME VA MEDICAL CENTER,CORNER OF LAMONT STREET AND VETERANS WAY,MOUNTAIN HOME,TN,37684,WASHINGTON,(423) 926-1171,Electronic Clinical Quality Measure,VTE-2,Intensive Care Unit Venous Thromboembolism Prophylaxis,Percentage,81,452,,01/01/2023,12/31/2023
44017F,VA MIDDLE TENNESSEE HEALTHCARE SYSTEM - MURFREESBORO,3400 LEBANON PIKE,MURFREESBORO,TN,37129,RUTHERFORD,(615) 867-6000,Emergency Department,EDV,Emergency department volume,Text,Not Available,,5,01/01/2023,12/31/2023
44017F,VA MIDDLE TENNESSEE HEALTHCARE SYSTEM - MURFREESBORO,3400 LEBANON PIKE,MURFREESBORO,TN,37129,RUTHERFORD,(615) 867-6000,Healthcare Personnel Vaccination,HCP-COVID-19,Percentage of healthcare personnel who are up to date with COVID-19 vaccinations,Percentage,Not Available,Not Available,5,07/01/2024,09/30/2024
44017F,VA MIDDLE TENNESSEE HEALTHCARE SYSTEM - MURFREESBORO,3400 LEBANON PIKE,MURFREESBORO,TN,37129,RUTHERFORD,(615) 867-6000,Healthcare Personnel Vaccination,IMM-3,Healthcare workers given influenza vaccination,Percentage,Not Available,Not Available,5,10/01/2023,03/31/2024
44017F,VA MIDDLE TENNESSEE HEALTHCARE SYSTEM - MURFREESBORO,3400 LEBANON PIKE,MURFREESBORO,TN,37129,RUTHERFORD,(615) 867-6000,Emergency Department,OP-18b,Median time from ED arrival to ED departure for discharged ED patients,Minutes,Not Available,Not Available,"5, 24",10/01/2023,09/30/2024
44017F,VA MIDDLE TENNESSEE HEALTHCARE SYSTEM - MURFREESBORO,3400 LEBANON PIKE,MURFREESBORO,TN,37129,RUTHERFORD,(615) 867-6000,Emergency Department,OP-18c,Average time patients spent in the emergency department before being sent home,Minutes,Not Available,Not Available,"5, 24",10/01/2023,09/30/2024
44017F,VA MIDDLE TENNESSEE HEALTHCARE SYSTEM - MURFREESBORO,3400 LEBANON PIKE,MURFREESBORO,TN,37129,RUTHERFORD,(615) 867-6000,Emergency Department,OP-22,Left before being seen,Percentage,Not Available,Not Available,"5, 24",01/01/2023,12/31/2023
44017F,VA MIDDLE TENNESSEE HEALTHCARE SYSTEM - MURFREESBORO,3400 LEBANON PIKE,MURFREESBORO,TN,37129,RUTHERFORD,(615) 867-6000,Emergency Department,OP-23,Head CT results,Percentage,Not Available,Not Available,"5, 24",10/01/2023,09/30/2024
44017F,VA MIDDLE TENNESSEE HEALTHCARE SYSTEM - MURFREESBORO,3400 LEBANON PIKE,MURFREESBORO,TN,37129,RUTHERFORD,(615) 867-6000,Colonoscopy care,OP-29,Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients,Percentage,Not Available,Not Available,"5, 24",01/01/2023,12/31/2023
44017F,VA MIDDLE TENNESSEE HEALTHCARE SYSTEM - MURFREESBORO,3400 LEBANON PIKE,MURFREESBORO,TN,37129,RUTHERFORD,(615) 867-6000,Sepsis Care,SEP-1,Appropriate care for severe sepsis and septic shock,Percentage,Not Available,Not Available,"5, 24",10/01/2023,09/30/2024
44017F,VA MIDDLE TENNESSEE HEALTHCARE SYSTEM - MURFREESBORO,3400 LEBANON PIKE,MURFREESBORO,TN,37129,RUTHERFORD,(615) 867-6000,Electronic Clinical Quality Measure,STK-02,Discharged on Antithrombotic Therapy,Percentage,Not Available,Not Available,"5, 24",01/01/2023,12/31/2023
44017F,VA MIDDLE TENNESSEE HEALTHCARE SYSTEM - MURFREESBORO,3400 LEBANON PIKE,MURFREESBORO,TN,37129,RUTHERFORD,(615) 867-6000,Electronic Clinical Quality Measure,STK-06,Discharged on Statin Medication,Percentage,Not Available,Not Available,"5, 24",01/01/2023,12/31/2023
44017F,VA MIDDLE TENNESSEE HEALTHCARE SYSTEM - MURFREESBORO,3400 LEBANON PIKE,MURFREESBORO,TN,37129,RUTHERFORD,(615) 867-6000,Electronic Clinical Quality Measure,VTE-1,Venous Thromboembolism Prophylaxis,Percentage,Not Available,Not Available,"5, 24",01/01/2023,12/31/2023
44017F,VA MIDDLE TENNESSEE HEALTHCARE SYSTEM - MURFREESBORO,3400 LEBANON PIKE,MURFREESBORO,TN,37129,RUTHERFORD,(615) 867-6000,Electronic Clinical Quality Measure,VTE-2,Intensive Care Unit Venous Thromboembolism Prophylaxis,Percentage,Not Available,Not Available,"5, 24",01/01/2023,12/31/2023
44018F,VA MIDDLE TENNESSEE HEALTHCARE SYSTEM,1310 24TH AVENUE SOUTH,NASHVILLE,TN,37212,DAVIDSON,(615) 327-5332,Emergency Department,EDV,Emergency department volume,Text,low,,,01/01/2023,12/31/2023
44018F,VA MIDDLE TENNESSEE HEALTHCARE SYSTEM,1310 24TH AVENUE SOUTH,NASHVILLE,TN,37212,DAVIDSON,(615) 327-5332,Healthcare Personnel Vaccination,HCP-COVID-19,Percentage of healthcare personnel who are up to date with COVID-19 vaccinations,Percentage,10,5447,,07/01/2024,09/30/2024
44018F,VA MIDDLE TENNESSEE HEALTHCARE SYSTEM,1310 24TH AVENUE SOUTH,NASHVILLE,TN,37212,DAVIDSON,(615) 327-5332,Healthcare Personnel Vaccination,IMM-3,Healthcare workers given influenza vaccination,Percentage,72,5485,,10/01/2023,03/31/2024
44018F,VA MIDDLE TENNESSEE HEALTHCARE SYSTEM,1310 24TH AVENUE SOUTH,NASHVILLE,TN,37212,DAVIDSON,(615) 327-5332,Emergency Department,OP-18b,Median time from ED arrival to ED departure for discharged ED patients,Minutes,139,129,,10/01/2023,09/30/2024
44018F,VA MIDDLE TENNESSEE HEALTHCARE SYSTEM,1310 24TH AVENUE SOUTH,NASHVILLE,TN,37212,DAVIDSON,(615) 327-5332,Emergency Department,OP-18c,Average time patients spent in the emergency department before being sent home,Minutes,338,28,,10/01/2023,09/30/2024
44018F,VA MIDDLE TENNESSEE HEALTHCARE SYSTEM,1310 24TH AVENUE SOUTH,NASHVILLE,TN,37212,DAVIDSON,(615) 327-5332,Emergency Department,OP-22,Left before being seen,Percentage,2,19183,,01/01/2023,12/31/2023
44018F,VA MIDDLE TENNESSEE HEALTHCARE SYSTEM,1310 24TH AVENUE SOUTH,NASHVILLE,TN,37212,DAVIDSON,(615) 327-5332,Emergency Department,OP-23,Head CT results,Percentage,Not Available,Not Available,1,10/01/2023,09/30/2024
44018F,VA MIDDLE TENNESSEE HEALTHCARE SYSTEM,1310 24TH AVENUE SOUTH,NASHVILLE,TN,37212,DAVIDSON,(615) 327-5332,Colonoscopy care,OP-29,Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients,Percentage,100,12,,01/01/2023,12/31/2023
44018F,VA MIDDLE TENNESSEE HEALTHCARE SYSTEM,1310 24TH AVENUE SOUTH,NASHVILLE,TN,37212,DAVIDSON,(615) 327-5332,Sepsis Care,SEP-1,Appropriate care for severe sepsis and septic shock,Percentage,69,48,,10/01/2023,09/30/2024
44018F,VA MIDDLE TENNESSEE HEALTHCARE SYSTEM,1310 24TH AVENUE SOUTH,NASHVILLE,TN,37212,DAVIDSON,(615) 327-5332,Electronic Clinical Quality Measure,STK-02,Discharged on Antithrombotic Therapy,Percentage,98,54,,01/01/2023,12/31/2023
44018F,VA MIDDLE TENNESSEE HEALTHCARE SYSTEM,1310 24TH AVENUE SOUTH,NASHVILLE,TN,37212,DAVIDSON,(615) 327-5332,Electronic Clinical Quality Measure,STK-06,Discharged on Statin Medication,Percentage,98,54,,01/01/2023,12/31/2023
44018F,VA MIDDLE TENNESSEE HEALTHCARE SYSTEM,1310 24TH AVENUE SOUTH,NASHVILLE,TN,37212,DAVIDSON,(615) 327-5332,Electronic Clinical Quality Measure,VTE-1,Venous Thromboembolism Prophylaxis,Percentage,58,3918,,01/01/2023,12/31/2023
44018F,VA MIDDLE TENNESSEE HEALTHCARE SYSTEM,1310 24TH AVENUE SOUTH,NASHVILLE,TN,37212,DAVIDSON,(615) 327-5332,Electronic Clinical Quality Measure,VTE-2,Intensive Care Unit Venous Thromboembolism Prophylaxis,Percentage,71,523,,01/01/2023,12/31/2023
45060F,VA AMARILLO HEALTHCARE SYSTEM,6010 AMARILLO BLVD. WEST,AMARILLO,TX,79106,POTTER,(806) 355-9703,Emergency Department,EDV,Emergency department volume,Text,low,,,01/01/2023,12/31/2023
45060F,VA AMARILLO HEALTHCARE SYSTEM,6010 AMARILLO BLVD. WEST,AMARILLO,TX,79106,POTTER,(806) 355-9703,Healthcare Personnel Vaccination,HCP-COVID-19,Percentage of healthcare personnel who are up to date with COVID-19 vaccinations,Percentage,5.3,1709,,07/01/2024,09/30/2024
45060F,VA AMARILLO HEALTHCARE SYSTEM,6010 AMARILLO BLVD. WEST,AMARILLO,TX,79106,POTTER,(806) 355-9703,Healthcare Personnel Vaccination,IMM-3,Healthcare workers given influenza vaccination,Percentage,81,1680,,10/01/2023,03/31/2024
45060F,VA AMARILLO HEALTHCARE SYSTEM,6010 AMARILLO BLVD. WEST,AMARILLO,TX,79106,POTTER,(806) 355-9703,Emergency Department,OP-18b,Median time from ED arrival to ED departure for discharged ED patients,Minutes,Not Available,Not Available,5,10/01/2023,09/30/2024
45060F,VA AMARILLO HEALTHCARE SYSTEM,6010 AMARILLO BLVD. WEST,AMARILLO,TX,79106,POTTER,(806) 355-9703,Emergency Department,OP-18c,Average time patients spent in the emergency department before being sent home,Minutes,Not Available,Not Available,5,10/01/2023,09/30/2024
45060F,VA AMARILLO HEALTHCARE SYSTEM,6010 AMARILLO BLVD. WEST,AMARILLO,TX,79106,POTTER,(806) 355-9703,Emergency Department,OP-22,Left before being seen,Percentage,0,8743,,01/01/2023,12/31/2023
45060F,VA AMARILLO HEALTHCARE SYSTEM,6010 AMARILLO BLVD. WEST,AMARILLO,TX,79106,POTTER,(806) 355-9703,Emergency Department,OP-23,Head CT results,Percentage,Not Available,Not Available,5,10/01/2023,09/30/2024
45060F,VA AMARILLO HEALTHCARE SYSTEM,6010 AMARILLO BLVD. WEST,AMARILLO,TX,79106,POTTER,(806) 355-9703,Colonoscopy care,OP-29,Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients,Percentage,100,41,,01/01/2023,12/31/2023
45060F,VA AMARILLO HEALTHCARE SYSTEM,6010 AMARILLO BLVD. WEST,AMARILLO,TX,79106,POTTER,(806) 355-9703,Sepsis Care,SEP-1,Appropriate care for severe sepsis and septic shock,Percentage,76,46,,10/01/2023,09/30/2024
45060F,VA AMARILLO HEALTHCARE SYSTEM,6010 AMARILLO BLVD. WEST,AMARILLO,TX,79106,POTTER,(806) 355-9703,Electronic Clinical Quality Measure,STK-02,Discharged on Antithrombotic Therapy,Percentage,Not Available,Not Available,1,01/01/2023,12/31/2023
45060F,VA AMARILLO HEALTHCARE SYSTEM,6010 AMARILLO BLVD. WEST,AMARILLO,TX,79106,POTTER,(806) 355-9703,Electronic Clinical Quality Measure,STK-06,Discharged on Statin Medication,Percentage,Not Available,Not Available,1,01/01/2023,12/31/2023
45060F,VA AMARILLO HEALTHCARE SYSTEM,6010 AMARILLO BLVD. WEST,AMARILLO,TX,79106,POTTER,(806) 355-9703,Electronic Clinical Quality Measure,VTE-1,Venous Thromboembolism Prophylaxis,Percentage,85,918,,01/01/2023,12/31/2023
45060F,VA AMARILLO HEALTHCARE SYSTEM,6010 AMARILLO BLVD. WEST,AMARILLO,TX,79106,POTTER,(806) 355-9703,Electronic Clinical Quality Measure,VTE-2,Intensive Care Unit Venous Thromboembolism Prophylaxis,Percentage,72,349,,01/01/2023,12/31/2023
45066F,DALLAS VA MEDICAL CENTER (VA NORTH TEXAS HEALTHCARE SYSTEM),4500 S. LANCASTER ROAD,DALLAS,TX,75216,DALLAS,(214) 742-8387,Emergency Department,EDV,Emergency department volume,Text,high,,,01/01/2023,12/31/2023
45066F,DALLAS VA MEDICAL CENTER (VA NORTH TEXAS HEALTHCARE SYSTEM),4500 S. LANCASTER ROAD,DALLAS,TX,75216,DALLAS,(214) 742-8387,Healthcare Personnel Vaccination,HCP-COVID-19,Percentage of healthcare personnel who are up to date with COVID-19 vaccinations,Percentage,7.2,6969,,07/01/2024,09/30/2024
45066F,DALLAS VA MEDICAL CENTER (VA NORTH TEXAS HEALTHCARE SYSTEM),4500 S. LANCASTER ROAD,DALLAS,TX,75216,DALLAS,(214) 742-8387,Healthcare Personnel Vaccination,IMM-3,Healthcare workers given influenza vaccination,Percentage,77,6976,,10/01/2023,03/31/2024
45066F,DALLAS VA MEDICAL CENTER (VA NORTH TEXAS HEALTHCARE SYSTEM),4500 S. LANCASTER ROAD,DALLAS,TX,75216,DALLAS,(214) 742-8387,Emergency Department,OP-18b,Median time from ED arrival to ED departure for discharged ED patients,Minutes,136,259,,10/01/2023,09/30/2024
45066F,DALLAS VA MEDICAL CENTER (VA NORTH TEXAS HEALTHCARE SYSTEM),4500 S. LANCASTER ROAD,DALLAS,TX,75216,DALLAS,(214) 742-8387,Emergency Department,OP-18c,Average time patients spent in the emergency department before being sent home,Minutes,251,13,,10/01/2023,09/30/2024
45066F,DALLAS VA MEDICAL CENTER (VA NORTH TEXAS HEALTHCARE SYSTEM),4500 S. LANCASTER ROAD,DALLAS,TX,75216,DALLAS,(214) 742-8387,Emergency Department,OP-22,Left before being seen,Percentage,2,41079,,01/01/2023,12/31/2023
45066F,DALLAS VA MEDICAL CENTER (VA NORTH TEXAS HEALTHCARE SYSTEM),4500 S. LANCASTER ROAD,DALLAS,TX,75216,DALLAS,(214) 742-8387,Emergency Department,OP-23,Head CT results,Percentage,Not Available,Not Available,1,10/01/2023,09/30/2024
45066F,DALLAS VA MEDICAL CENTER (VA NORTH TEXAS HEALTHCARE SYSTEM),4500 S. LANCASTER ROAD,DALLAS,TX,75216,DALLAS,(214) 742-8387,Colonoscopy care,OP-29,Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients,Percentage,100,19,,01/01/2023,12/31/2023
45066F,DALLAS VA MEDICAL CENTER (VA NORTH TEXAS HEALTHCARE SYSTEM),4500 S. LANCASTER ROAD,DALLAS,TX,75216,DALLAS,(214) 742-8387,Sepsis Care,SEP-1,Appropriate care for severe sepsis and septic shock,Percentage,28,46,,10/01/2023,09/30/2024
45066F,DALLAS VA MEDICAL CENTER (VA NORTH TEXAS HEALTHCARE SYSTEM),4500 S. LANCASTER ROAD,DALLAS,TX,75216,DALLAS,(214) 742-8387,Electronic Clinical Quality Measure,STK-02,Discharged on Antithrombotic Therapy,Percentage,95,102,,01/01/2023,12/31/2023
45066F,DALLAS VA MEDICAL CENTER (VA NORTH TEXAS HEALTHCARE SYSTEM),4500 S. LANCASTER ROAD,DALLAS,TX,75216,DALLAS,(214) 742-8387,Electronic Clinical Quality Measure,STK-06,Discharged on Statin Medication,Percentage,93,102,,01/01/2023,12/31/2023
45066F,DALLAS VA MEDICAL CENTER (VA NORTH TEXAS HEALTHCARE SYSTEM),4500 S. LANCASTER ROAD,DALLAS,TX,75216,DALLAS,(214) 742-8387,Electronic Clinical Quality Measure,VTE-1,Venous Thromboembolism Prophylaxis,Percentage,68,5999,,01/01/2023,12/31/2023
45066F,DALLAS VA MEDICAL CENTER (VA NORTH TEXAS HEALTHCARE SYSTEM),4500 S. LANCASTER ROAD,DALLAS,TX,75216,DALLAS,(214) 742-8387,Electronic Clinical Quality Measure,VTE-2,Intensive Care Unit Venous Thromboembolism Prophylaxis,Percentage,74,1183,,01/01/2023,12/31/2023
45074F,HOUSTON VA MEDICAL CENTER,2002 HOLCOMBE BLVD.,HOUSTON,TX,77030,HARRIS,(713) 794-7100,Emergency Department,EDV,Emergency department volume,Text,high,,,01/01/2023,12/31/2023
45074F,HOUSTON VA MEDICAL CENTER,2002 HOLCOMBE BLVD.,HOUSTON,TX,77030,HARRIS,(713) 794-7100,Healthcare Personnel Vaccination,HCP-COVID-19,Percentage of healthcare personnel who are up to date with COVID-19 vaccinations,Percentage,5.3,6423,,07/01/2024,09/30/2024
45074F,HOUSTON VA MEDICAL CENTER,2002 HOLCOMBE BLVD.,HOUSTON,TX,77030,HARRIS,(713) 794-7100,Healthcare Personnel Vaccination,IMM-3,Healthcare workers given influenza vaccination,Percentage,79,6407,,10/01/2023,03/31/2024
45074F,HOUSTON VA MEDICAL CENTER,2002 HOLCOMBE BLVD.,HOUSTON,TX,77030,HARRIS,(713) 794-7100,Emergency Department,OP-18b,Median time from ED arrival to ED departure for discharged ED patients,Minutes,171,267,,10/01/2023,09/30/2024
45074F,HOUSTON VA MEDICAL CENTER,2002 HOLCOMBE BLVD.,HOUSTON,TX,77030,HARRIS,(713) 794-7100,Emergency Department,OP-18c,Average time patients spent in the emergency department before being sent home,Minutes,259,29,,10/01/2023,09/30/2024
45074F,HOUSTON VA MEDICAL CENTER,2002 HOLCOMBE BLVD.,HOUSTON,TX,77030,HARRIS,(713) 794-7100,Emergency Department,OP-22,Left before being seen,Percentage,1,43014,,01/01/2023,12/31/2023
45074F,HOUSTON VA MEDICAL CENTER,2002 HOLCOMBE BLVD.,HOUSTON,TX,77030,HARRIS,(713) 794-7100,Emergency Department,OP-23,Head CT results,Percentage,Not Available,Not Available,1,10/01/2023,09/30/2024
45074F,HOUSTON VA MEDICAL CENTER,2002 HOLCOMBE BLVD.,HOUSTON,TX,77030,HARRIS,(713) 794-7100,Colonoscopy care,OP-29,Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients,Percentage,94,31,,01/01/2023,12/31/2023
45074F,HOUSTON VA MEDICAL CENTER,2002 HOLCOMBE BLVD.,HOUSTON,TX,77030,HARRIS,(713) 794-7100,Sepsis Care,SEP-1,Appropriate care for severe sepsis and septic shock,Percentage,51,75,,10/01/2023,09/30/2024
45074F,HOUSTON VA MEDICAL CENTER,2002 HOLCOMBE BLVD.,HOUSTON,TX,77030,HARRIS,(713) 794-7100,Electronic Clinical Quality Measure,STK-02,Discharged on Antithrombotic Therapy,Percentage,98,126,,01/01/2023,12/31/2023
45074F,HOUSTON VA MEDICAL CENTER,2002 HOLCOMBE BLVD.,HOUSTON,TX,77030,HARRIS,(713) 794-7100,Electronic Clinical Quality Measure,STK-06,Discharged on Statin Medication,Percentage,96,125,,01/01/2023,12/31/2023
45074F,HOUSTON VA MEDICAL CENTER,2002 HOLCOMBE BLVD.,HOUSTON,TX,77030,HARRIS,(713) 794-7100,Electronic Clinical Quality Measure,VTE-1,Venous Thromboembolism Prophylaxis,Percentage,72,6716,,01/01/2023,12/31/2023
45074F,HOUSTON VA MEDICAL CENTER,2002 HOLCOMBE BLVD.,HOUSTON,TX,77030,HARRIS,(713) 794-7100,Electronic Clinical Quality Measure,VTE-2,Intensive Care Unit Venous Thromboembolism Prophylaxis,Percentage,69,1374,,01/01/2023,12/31/2023
45086F,TEMPLE VA MEDICAL CENTER (VA CENTRAL TEXAS HEALTHCARE SYSTEM),1901 VETERANS MEMORIAL DRIVE,TEMPLE,TX,76504,BELL,(254) 778-4811,Emergency Department,EDV,Emergency department volume,Text,medium,,,01/01/2023,12/31/2023
45086F,TEMPLE VA MEDICAL CENTER (VA CENTRAL TEXAS HEALTHCARE SYSTEM),1901 VETERANS MEMORIAL DRIVE,TEMPLE,TX,76504,BELL,(254) 778-4811,Healthcare Personnel Vaccination,HCP-COVID-19,Percentage of healthcare personnel who are up to date with COVID-19 vaccinations,Percentage,7.5,4850,,07/01/2024,09/30/2024
